"ID","No of chains","No of signals"
"PSBD_ORYSA",0,0
"PSBD_PEA",0,0
"PSBD_SECCE",0,0
"PSBD_SPIOL",0,0
"PSBD_SYNP2",0,0
"PSBD_SYNP7",0,0
"PSBD_SYNY3",0,0
"PSBD_TOBAC",0,0
"PSBE_CYAPA",0,0
"PSBE_EUGGR",0,0
"PSBE_MARPO",0,0
"PSBE_OENBE",0,0
"PSBE_PEA",0,0
"PSBE_SPIOL",0,0
"PSBE_SYNVU",0,0
"PSBE_SYNY3",0,0
"PSBE_TOBAC",0,0
"PSBE_WHEAT",0,0
"PSBF_CYAPA",0,0
"PSBF_EUGGR",0,0
"PSBF_MARPO",0,0
"PSBF_ORYSA",0,0
"PSBF_PEA",0,0
"PSBF_SPIOL",0,0
"PSBF_SYNVU",0,0
"PSBF_SYNY3",0,0
"PSBF_TOBAC",0,0
"PSBH_CHLRE",0,0
"PSBH_HORVU",0,0
"PSBH_MAIZE",0,0
"PSBH_MARPO",0,0
"PSBH_OENHO",0,0
"PSBH_ORYSA",0,0
"PSBH_SPIOL",0,0
"PSBH_SYNY3",0,0
"PSBH_TOBAC",0,0
"PSBH_WHEAT",0,0
"PSBI_CYAPA",0,0
"PSBI_EUGGR",0,0
"PSBI_HORVU",0,0
"PSBI_MARPO",0,0
"PSBI_ORYSA",0,0
"PSBI_PSEMZ",0,0
"PSBI_SYNP6",0,0
"PSBI_SYNVU",0,0
"PSBI_TOBAC",0,0
"PSBM_MARPO",0,0
"PSBM_ORYSA",0,0
"PSBM_SYNVU",0,0
"PSBN_MARPO",0,0
"PSBN_ORYSA",0,0
"PSBN_SYNVU",0,0
"PSBN_SYNY3",0,0
"PSBN_TOBAC",0,0
"PSPB_ECOLI",0,0
"PSTA_ECOLI",0,0
"PSTC_ECOLI",0,0
"PT2A_ECOLI",0,0
"PT2B_ECOLI",0,0
"PT2B_ERWCH",0,0
"PT2C_ECOLI",0,0
"PT2D_ECOLI",0,0
"PT2F_ECOLI",0,0
"PT2F_RHOCA",0,0
"PT2F_XANCP",0,0
"PT2G_BACSU",0,0
"PT2G_ECOLI",0,0
"PT2L_LACCA",0,0
"PT2L_LACLA",0,0
"PT2L_STAAU",0,0
"PT2M_ECOLI",0,0
"PT2M_STACA",0,0
"PT2N_ECOLI",0,0
"PT2P_ECOLI",0,0
"PT2S_BACSU",0,0
"PT2S_KLEPN",0,0
"PT2S_SALTY",0,0
"PT2S_STRMU",0,0
"PT2S_VIBAL",0,0
"PT2U_ECOLI",0,0
"PT2X_ECOLI",0,0
"PTPU_HUMAN",1,1
"PTPU_MOUSE",1,1
"PTRR_DIDMA",1,1
"PTRR_RAT",1,1
"PULC_KLEPN",0,0
"PULH_KLEPN",0,0
"PULK_KLEPN",0,0
"PULL_KLEPN",0,0
"PULM_KLEPN",0,0
"PULO_KLEPN",0,0
"PUT4_YEAST",0,0
"PUTP_ECOLI",0,0
"PUTP_KLEPN",0,0
"PUTP_SALTY",0,0
"PUTX_EMENI",0,0
"PVDR_PLAKN",0,0
"PVDR_PLAVI",1,1
"QACA_STAAU",0,0
"QAY_NEUCR",0,0
"QUTD_EMENI",0,0
"R137_YEAST",0,0
"R2_HUMAN",0,0
"RAFB_ECOLI",0,0
"RAG1_KLULA",0,0
"RCEH_RHOCA",0,0
"RCEH_RHOSH",0,0
"RCEH_RHOVI",0,0
"RCEL_CHLAU",0,0
"RCEL_ERYSP",0,0
"RCEL_RHOCA",0,0
"RCEL_RHORU",0,0
"RCEL_RHOSH",0,0
"RCEL_RHOVI",0,0
"RCEM_CHLAU",0,0
"RCEM_ERYSP",0,0
"RCEM_RHOCA",0,0
"RCEM_RHORU",0,0
"RCEM_RHOSH",0,0
"RCEM_RHOVI",0,0
"RCS1_YEAST",0,0
"RCSC_ECOLI",0,0
"RDC1_CANFA",0,0
"RDC1_HUMAN",0,0
"RDS_BOVIN",0,0
"RDS_HUMAN",0,0
"RDS_MOUSE",0,0
"RDS_RAT",0,0
"REIS_TODPA",0,0
"RELF_ECOLI",0,0
"RFAL_ECOLI",0,0
"RFAL_SALTY",0,0
"RFBB_SALTY",0,0
"RFBK_SALTY",0,0
"RFBP_SALTY",0,0
"RFC_SALTY",0,0
"RFE_ECOLI",0,0
"RH_HUMAN",0,0
"RHAT_ECOLI",0,0
"RHAT_SALTY",0,0
"RHOM_DROME",0,0
"RHSA_ECOLI",1,1
"RHSB_ECOLI",1,1
"RHSC_ECOLI",1,1
"RHSD_ECOLI",1,1
"RIB1_HUMAN",1,1
"RIB1_RAT",1,1
"RIB2_HUMAN",1,1
"RIB2_RAT",1,1
"RIBB_ECOLI",0,0
"RNBP_PIG",0,0
"RNG6_HUMAN",1,1
"RNG6_MOUSE",1,1
"RNG7_HUMAN",1,1
"RTA_RAT",0,0
"RYNR_HUMAN",0,0
"RYNR_PIG",0,0
"RYNR_RABIT",0,0
"SC12_YEAST",0,0
"SC20_YEAST",0,0
"SC62_YEAST",0,0
"SCF_HUMAN",1,1
"SCF_MOUSE",1,1
"SCO1_YEAST",1,0
"SCPA_STRPY",1,1
"SCRC_RAT",1,1
"SDGF_RAT",1,1
"SECD_ECOLI",0,0
"SECE_ECOLI",0,0
"SECF_ECOLI",0,0
"SECY_BACST",0,0
"SECY_BACSU",0,0
"SECY_CHLTR",0,0
"SECY_CRYPH",0,0
"SECY_CYAPA",0,0
"SECY_ECOLI",0,0
"SECY_HALMA",0,0
"SECY_LACLA",0,0
"SECY_METVA",0,0
"SECY_MYCCA",0,0
"SECY_PAVLU",0,0
"SERA_ENTHI",0,0
"SERR_DROME",1,1
"SETA_HUMAN",1,1
"SFUB_SERMA",0,0
"SL17_ENTHI",1,1
"SLTA_BP933",1,1
"SLY2_YEAST",0,0
"SLY4_YEAST",0,0
"SLYB_YEAST",0,0
"SM25_SCHMA",1,1
"SMSR_RAT",0,0
"SNF3_YEAST",0,0
"SOHB_ECOLI",1,1
"SP15_TORCA",0,0
"SP2G_BACSU",0,0
"SP4F_BACSU",0,0
"SP4G_BACSU",0,0
"SPAP_STRMU",2,1
"SPC2_CANFA",0,0
"SPC2_CHICK",0,0
"SPC3_CANFA",0,0
"SPC3_STRPU",0,0
"SPC4_CANFA",0,0
"SPDA_STRLI",0,0
"SPDB_STRLI",0,0
"SPER_STRPU",1,1
"SPIR_SPICI",0,0
"SPIR_SPIME",0,0
"SRNB_ECOLI",0,0
"SRPR_CANFA",0,0
"SRPR_HUMAN",0,0
"SSP5_STRSA",1,1
"SSRA_CANFA",1,1
"SSRB_CANFA",1,1
"ST56_RICTS",1,1
"STE2_SACKL",0,0
"STE2_YEAST",0,0
"STE3_YEAST",1,1
"STE6_YEAST",0,0
"STP1_ARATH",0,0
"STS_HUMAN",1,1
"SUIS_HUMAN",0,0
"SUIS_RABIT",0,0
"SUIS_RAT",0,0
"SY61_DISOM",0,0
"SY62_DISOM",0,0
"SY63_DISOM",0,0
"SY65_DROME",0,0
"SY65_HUMAN",0,0
"SY65_RAT",0,0
"SY66_RAT",0,0
"SYB_DROME",0,0
"SYB_TORCA",0,0
"SYB1_HUMAN",0,0
"SYB2_HUMAN",0,0
"SYN3_CHICK",0,0
"SYND_HUMAN",1,1
"SYND_MOUSE",1,1
"SYND_RAT",0,0
"SYNP_RAT",0,0
"SYPH_BOVIN",0,0
"SYPH_HUMAN",0,0
"SYPH_RAT",0,0
"TA2R_HUMAN",0,0
"TAL6_HUMAN",0,0
"TAPA_HUMAN",0,0
"TCA_HUMAN",0,0
"TCA_MOUSE",0,0
"TCB_FLV",1,1
"TCB1_MOUSE",0,0
"TCB1_RABIT",0,0
"TCB2_MOUSE",0,0
"TCC_HUMAN",0,0
"TCC1_MOUSE",0,0
"TCC2_MOUSE",0,0
"TCC3_MOUSE",0,0
"TCC4_MOUSE",0,0
"TCPC_VIBCH",1,1
"TCR_BACST",0,0
"TCR_STAAU",0,0
"TCR_STRAG",0,0
"TCR_STRPN",0,0
"TCR1_BACSU",0,0
"TCR1_ECOLI",0,0
"TCR2_BACSU",0,0
"TCR2_ECOLI",0,0
"TCR3_ECOLI",0,0
"TEA_MOUSE",0,0
"TEE6_STRPY",1,1
"TEHA_KLEAE",0,0
"TEHB_KLEAE",0,0
"TENC_ACTTE",0,0
"TERC_ALCSP",0,0
"TETX_CLOTE",2,0
"TF_HUMAN",1,1
"TF_MOUSE",1,1
"TF_RABIT",1,1
"TGFA_HUMAN",1,1
"TGFA_RAT",1,1
"TGN3_RAT",1,1
"TGR3_RAT",1,1
"THAS_HUMAN",0,0
"THRR_CRILO",1,1
"THRR_HUMAN",1,1
"THRR_MOUSE",1,1
"THRR_RAT",1,1
"TI1_MUSVI",0,0
"TIP1_TOBAC",0,0
"TIP2_TOBAC",0,0
"TIPA_ARATH",0,0
"TIPA_PHAVU",0,0
"TIPG_ARATH",0,0
"TIPR_ARATH",0,0
"TIPW_ARATH",0,0
"TIPW_PEA",0,0
"TNAB_ECOLI",0,0
"TNAB_PROVU",0,0
"TNFA_CAPHI",1,0
"TNFA_FELCA",1,0
"TNFA_HORSE",1,0
"TNFA_HUMAN",1,0
"TNFA_MOUSE",1,0
"TNFA_PIG",1,0
"TNFA_RABIT",1,0
"TNFA_RAT",1,0
"TNFA_SHEEP",1,0
"TNR1_HUMAN",2,1
"TNR1_MOUSE",1,1
"TNR1_RAT",1,1
"TNR2_HUMAN",1,1
"TNR2_MOUSE",1,1
"TOLA_ECOLI",0,0
"TOLL_DROME",1,1
"TOXA_PASMU",0,0
"TOXR_VIBCH",0,0
"TOXS_VIBCH",0,0
"TR14_HCMVA",0,0
"TRAP_PLAFA",1,1
"TRBF_ECOLI",0,0
"TRBM_BOVIN",0,0
"TRBM_HUMAN",1,1
"TRBM_MOUSE",1,1
"TRD1_ECOLI",0,0
"TRD2_ECOLI",0,0
"TRFM_HUMAN",1,1
"TRFR_MOUSE",0,0
"TRFR_RAT",0,0
"TRK1_SACUV",0,0
"TRK1_YEAST",0,0
"TRK2_YEAST",0,0
"TRKA_ECOLI",0,0
"TRKA_HUMAN",1,1
"TRKB_MOUSE",1,1
"TRKC_PIG",1,1
"TRKD_ECOLI",0,0
"TRKG_ECOLI",0,0
"TRKH_ECOLI",0,0
"TRP_DROME",0,0
"TRSR_HUMAN",0,0
"TRX1_ECOLI",0,0
"TRX2_ECOLI",0,0
"TSA4_GIALA",1,1
"TSHR_CANFA",1,1
"TSHR_HUMAN",1,1
"TSHR_RAT",1,1
"TSTP_HSVSA",0,0
"TYR2_MOUSE",1,1
"TYRO_HUMAN",1,1
"TYRO_MOUSE",1,1
"TYRP_ECOLI",0,0
"TYRR_HUMAN",1,1
"TYRR_MOUSE",1,1
"UCP_BOVIN",0,0
"UCP_HUMAN",0,0
"UCP_MESAU",0,0
"UCP_MOUSE",0,0
"UCP_RABIT",0,0
"UCP_RAT",0,0
"UCR9_BOVIN",0,0
"UCR9_YEAST",0,0
"UCRI_BOVIN",1,0
"UCRI_NEUCR",1,0
"UCRI_NOSSP",0,0
"UCRI_PARDE",0,0
"UCRI_PEA",1,0
"UCRI_RAT",1,0
"UCRI_RHOCA",0,0
"UCRI_RHORU",0,0
"UCRI_RHOSH",0,0
"UCRI_SPIOL",1,0
"UCRI_SYNP2",0,0
"UCRI_SYNY3",0,0
"UCRI_TOBAC",1,0
"UCRI_YEAST",1,0
"UDP0_HUMAN",1,1
"UDP1_HUMAN",1,1
"UDP1_MOUSE",1,1
"UDP1_RAT",1,1
"UDP2_HUMAN",1,1
"UDP2_RAT",1,1
"UDP3_HUMAN",1,1
"UDP3_RAT",1,1
"UDP4_HUMAN",1,1
"UDP4_RAT",1,1
"UDP5_RAT",1,1
"UDP6_RAT",0,0
"UDP9_RAT",1,1
"UDPE_HUMAN",1,1
"UFO_HUMAN",1,1
"UFO_MOUSE",1,1
"UGPA_ECOLI",0,0
"UGPE_ECOLI",0,0
"UHPB_ECOLI",0,0
"UHPB_SALTY",0,0
"UHPC_ECOLI",0,0
"UHPC_SALTY",0,0
"UHPT_ECOLI",0,0
"UHPT_SALTY",0,0
"UL20_HCMVA",1,1
"UL20_HSV11",0,0
"UL20_HSVEB",0,0
"UL20_PRVN3",0,0
"UL20_VZVD",0,0
"UL32_EBV",0,0
"UL32_HSV11",0,0
"UL32_HSVEB",0,0
"UL32_HSVSA",0,0
"UL32_VZVD",0,0
"UL33_HCMVA",0,0
"UL73_HCMVA",1,1
"URED_HELPY",0,0
"UREF_KLEAE",1,1
"UREF_PROMI",1,1
"US07_HCMVA",0,1
"US08_HCMVA",0,1
"US09_HCMVA",0,1
"US10_HCMVA",0,1
"US11_HCMVA",0,1
"US12_HCMVA",0,0
"US13_HCMVA",0,0
"US14_HCMVA",0,0
"US15_HCMVA",0,0
"US17_HCMVA",0,0
"US18_HCMVA",0,0
"US19_HCMVA",0,0
"US20_HCMVA",0,0
"US27_HCMVA",0,0
"US28_HCMVA",0,0
"V07K_CLV",0,0
"V07K_CYMV",0,0
"V07K_FXMV",0,0
"V07K_LSV",0,0
"V07K_NMV",0,0
"V07K_PMV",0,0
"V07K_PVMR",0,0
"V07K_PVSP",0,0
"V07K_PVX",0,0
"V07K_PVXX3",0,0
"V07K_PVXXC",0,0
"V07K_WCMVM",0,0
"V07K_WCMVO",0,0
"V1AR_RAT",0,0
"V2R_HUMAN",0,0
"V2R_RAT",0,0
"VA34_VACCC",0,0
"VA34_VACCV",0,0
"VAT1_TORCA",0,0
"VATL_AVESA",0,0
"VATL_BOVIN",0,0
"VATL_DROME",0,0
"VATL_HUMAN",0,0
"VATL_MOUSE",0,0
"VATL_YEAST",0,0
"VB05_VACC0",1,1
"VB05_VACCC",1,1
"VB05_VACCL",1,1
"VB05_VACCV",1,1
"VCA1_HUMAN",1,1
"VCA1_MOUSE",1,1
"VCA1_RAT",1,1
"VENV_DHVI1",1,1
"VENV_MCV1",0,0
"VENV_MCV2",0,0
"VENV_THOGV",1,1
"VENV_VACCC",0,0
"VENV_VACCI",0,0
"VENV_VACCP",0,0
"VENV_VACCV",0,0
"VF05_VACCC",1,1
"VF05_VACCP",1,1
"VF05_VACCV",1,1
"VG06_HSVI1",0,0
"VG07_HSVI1",0,0
"VG08_HSVI1",0,0
"VG10_HSVI1",0,0
"VG19_HSVI1",0,0
"VG51_HSVI1",0,0
"VG59_HSVI1",0,0
"VG74_HSVSA",0,0
"VGH3_HCMVA",1,1
"VGL2_CVBF",3,1
"VGL2_CVBL9",3,1
"VGL2_CVBLY",3,1
"VGL2_CVBM",3,1
"VGL2_CVBQ",3,1
"VGL2_CVBV",3,1
"VGL2_CVH22",1,1
"VGL2_CVM4",3,1
"VGL2_CVMA5",3,1
"VGL2_CVMJH",3,1
"VGL2_CVPFS",1,1
"VGL2_CVPPU",1,1
"VGL2_CVPR8",1,1
"VGL2_CVPRM",1,1
"VGL2_FIPV",1,1
"VGL2_IBV6",3,1
"VGL2_IBVB",3,1
"VGL2_IBVD2",3,1
"VGL2_IBVD3",3,1
"VGL2_IBVK",3,1
"VGL2_IBVM",3,1
"VGL2_IBVU1",2,0
"VGL2_IBVU2",2,0
"VGL2_IBVU3",2,0
"VGLB_EBV",1,1
"VGLB_HCMVA",1,1
"VGLB_HCMVT",2,1
"VGLB_HSV11",1,1
"VGLB_HSV1F",1,1
"VGLB_HSV1K",1,1
"VGLB_HSV1P",1,1
"VGLB_HSV23",1,1
"VGLB_HSV2H",1,1
"VGLB_HSV2S",1,1
"VGLB_HSV6U",0,0
"VGLB_HSVB1",1,1
"VGLB_HSVB2",1,1
"VGLB_HSVBC",1,1
"VGLB_HSVE1",1,1
"VGLB_HSVE4",1,1
"VGLB_HSVEA",1,1
"VGLB_HSVEB",1,1
"VGLB_HSVEL",1,1
"VGLB_HSVMD",1,1
"VGLB_HSVSA",1,1
"VGLB_ILTVS",1,1
"VGLB_ILTVT",1,1
"VGLB_MCMVS",1,1
"VGLB_PRVIF",1,1
"VGLB_VZVD",1,1
"VGLC_HSV11",1,1
"VGLC_HSV1K",1,1
"VGLC_HSV2",1,1
"VGLC_HSV23",1,1
"VGLC_HSVBC",1,1
"VGLC_HSVE4",1,1
"VGLC_HSVEB",1,1
"VGLC_HSVMB",1,1
"VGLC_HSVMG",1,1
"VGLC_HSVMM",1,1
"VGLC_HSVTH",1,1
"VGLC_PRVIF",1,1
"VGLC_VZVD",0,0
"VGLD_HSV11",1,1
"VGLD_HSV1H",1,1
"VGLD_HSV2",1,1
"VGLD_HSVBP",1,1
"VGLD_HSVEA",1,1
"VGLD_HSVEB",1,1
"VGLD_HSVEK",1,1
"VGLE_HSV11",1,1
"VGLE_HSVE4",0,0
"VGLE_HSVEB",1,1
"VGLE_HSVEL",1,1
"VGLE_PRVRI",1,1
"VGLE_VZVD",1,1
"VGLF_BRSVA",3,1
"VGLF_BRSVC",3,1
"VGLF_BRSVR",3,1
"VGLF_CDVO",3,1
"VGLF_HRSV1",3,1
"VGLF_HRSVA",3,1
"VGLF_HRSVL",3,1
"VGLF_HRSVR",3,1
"VGLF_MEASE",3,1
"VGLF_MEASI",3,1
"VGLF_MEASY",3,1
"VGLF_MUMPM",3,1
"VGLF_MUMPR",3,1
"VGLF_MUMPS",3,1
"VGLF_NDVA",3,1
"VGLF_NDVB",3,1
"VGLF_NDVI",3,1
"VGLF_NDVM",3,1
"VGLF_NDVT",3,1
"VGLF_NDVTG",3,1
"VGLF_NDVU",3,1
"VGLF_PHODV",3,1
"VGLF_PI1HC",3,1
"VGLF_PI2H",3,1
"VGLF_PI2HG",3,1
"VGLF_PI2HT",3,1
"VGLF_PI3B",3,1
"VGLF_PI3H4",3,1
"VGLF_RINDK",3,1
"VGLF_RINDL",3,1
"VGLF_SEND5",3,1
"VGLF_SENDF",3,1
"VGLF_SENDH",3,1
"VGLF_SENDJ",3,1
"VGLF_SENDZ",3,1
"VGLF_SV41",3,1
"VGLF_SV5",3,1
"VGLF_TRTV",3,1
"VGLG_BRSVC",0,0
"VGLG_CHAV",1,1
"VGLG_HRSV1",0,0
"VGLG_HRSV2",0,0
"VGLG_HRSV3",0,0
"VGLG_HRSV4",0,0
"VGLG_HRSV5",0,0
"VGLG_HRSV6",0,0
"VGLG_HRSV7",0,0
"VGLG_HRSV8",0,0
"VGLG_HRSVA",0,0
"VGLG_HRSVL",0,0
"VGLG_HSVEB",1,1
"VGLG_IHNV",1,1
"VGLG_RABVA",1,1
"VGLG_RABVE",1,1
"VGLG_RABVH",1,1
"VGLG_RABVP",1,1
"VGLG_RABVS",1,1
"VGLG_SIGMA",1,1
"VGLG_SYNV",1,1
"VGLG_VHSV0",1,1
"VGLG_VSVIG",1,1
"VGLG_VSVJO",1,1
"VGLG_VSVO",1,1
"VGLG_VSVSJ",1,1
"VGLH_EBV",1,1
"VGLH_HCMVA",1,1
"VGLH_HCMVT",1,1
"VGLH_HSV11",1,1
"VGLH_HSV1E",1,1
"VGLH_HSV6G",1,1
"VGLH_HSVBC",1,1
"VGLH_HSVE4",1,1
"VGLH_HSVEB",1,1
"VGLH_HSVSA",1,1
"VGLH_MCMVS",1,1
"VGLH_PRVKA",1,1
"VGLH_PRVN3",1,1
"VGLH_PRVRI",1,1
"VGLH_VZVD",1,1
"VGLI_HCMVA",1,1
"VGLI_HSVEB",1,1
"VGLI_PRVRI",1,1
"VGLM_BUNGE",4,1
"VGLM_BUNL7",4,1
"VGLM_BUNSH",4,1
"VGLM_BUNYW",4,1
"VGLM_HANTB",3,1
"VGLM_HANTH",3,1
"VGLM_HANTL",3,1
"VGLM_HANTV",3,1
"VGLM_PHV",3,1
"VGLM_PTPV",3,0
"VGLM_PUUMH",3,1
"VGLM_PUUMS",3,1
"VGLM_RVFV",3,0
"VGLM_RVFVZ",3,0
"VGLM_SEOUR",3,1
"VGLM_SEOUS",3,1
"VGLM_UUK",3,1
"VGLP_BEV",1,1
"VGLX_HSVEB",1,1
"VGLX_HSVEL",0,0
"VGNB_CPMV",0,0
"VIMP_EBV",0,0
"VIMP_HCMVA",0,0
"VIMP_HSV11",0,0
"VIMP_HSVEB",0,0
"VIMP_HSVSA",0,0
"VIMP_VZVD",0,0
"VIPR_RAT",1,1
"VIRA_AGRT5",0,0
"VIRA_AGRT6",0,0
"VIRA_AGRT9",0,0
"VIRL_AGRT6",0,0
"VLOM_LAMBD",1,1
"VLYS_BPT4",0,0
"VME1_CVBM",0,0
"VME1_CVH22",0,0
"VME1_CVHOC",0,0
"VME1_CVMA5",0,0
"VME1_CVMJH",0,0
"VME1_CVPFS",1,1
"VME1_CVPPU",1,1
"VME1_CVPRM",1,1
"VME1_CVTKE",0,0
"VME1_FIPV",1,1
"VME1_IBV6",0,0
"VME1_IBVB",0,0
"VME1_IBVB2",0,0
"VME1_IBVK",0,0
"VMEM_EAV",0,0
"VMT2_IAANN",0,0
"VMT2_IABAN",0,0
"VMT2_IAFOW",0,0
"VMT2_IAFPR",0,0
"VMT2_IAFPW",0,0
"VMT2_IALE1",0,0
"VMT2_IALE2",0,0
"VMT2_IAMAN",0,0
"VMT2_IAPUE",0,0
"VMT2_IASIN",0,0
"VMT2_IAUDO",0,0
"VMT2_IAWIL",0,0
"VMT2_IAZI1",0,0
"VNB_INBBE",0,0
"VNB_INBHK",0,0
"VNB_INBLE",0,0
"VNB_INBLN",0,0
"VNB_INBMD",0,0
"VNB_INBMF",0,0
"VNB_INBOR",0,0
"VNB_INBSI",0,0
"VNB_INBUS",0,0
"VNB_INBVI",0,0
"VP64_NPVOP",1,1
"VP67_NPVAC",1,1
"VP67_NPVGM",0,0
"VPM_BPPRD",0,0
"VPP1_CAEEL",0,0
"VPP1_RAT",0,0
"VS09_ROTB4",0,0
"VS09_ROTB5",0,0
"VS09_ROTB6",0,0
"VS09_ROTBA",0,0
"VS09_ROTBB",0,0
"VS09_ROTBK",0,0
"VS09_ROTBN",0,0
"VS09_ROTBT",0,0
"VS09_ROTBU",0,0
"VS09_ROTC7",0,0
"VS09_ROTEL",0,0
"VS09_ROTGA",1,1
"VS09_ROTH4",0,0
"VS09_ROTHA",0,0
"VS09_ROTHB",0,0
"VS09_ROTHD",0,0
"VS09_ROTHH",0,0
"VS09_ROTHL",0,0
"VS09_ROTHM",0,0
"VS09_ROTHO",0,0
"VS09_ROTHP",0,0
"VS09_ROTHR",0,0
"VS09_ROTHS",0,0
"VS09_ROTHT",0,0
"VS09_ROTHV",0,0
"VS09_ROTHW",0,0
"VS09_ROTP4",0,0
"VS09_ROTP5",0,0
"VS09_ROTPK",0,0
"VS09_ROTPY",0,0
"VS09_ROTRH",0,0
"VS09_ROTS1",0,0
"VS10_ROTBN",0,0
"VS10_ROTBU",0,0
"VS10_ROTH2",0,0
"VS10_ROTH7",0,0
"VS10_ROTH8",0,0
"VS10_ROTHW",0,0
"VS10_ROTS1",0,0
"VSH_BRSVA",0,0
"VSH_HRSV1",0,0
"VSH_HRSVA",0,0
"VSH_MUMP2",0,0
"VSH_MUMP4",0,0
"VSH_MUMPA",0,0
"VSH_MUMPB",0,0
"VSH_MUMPE",0,0
"VSH_MUMPJ",0,0
"VSH_MUMPK",0,0
"VSH_MUMPL",0,0
"VSH_MUMPM",0,0
"VSH_MUMPR",0,0
"VSH_MUMPS",0,0
"VSH_MUMPT",0,0
"VSH_MUMPU",0,0
"VSH_SV5",0,0
"WAPA_STRMU",1,1
"WCH1_HUMAN",0,0
"WCH1_RAT",0,0
"WHIT_DROME",0,0
"WN3A_MOUSE",1,1
"WNT2_HUMAN",1,1
"WNT2_MOUSE",1,1
"WNT3_MOUSE",1,1
"WNTG_DROME",1,1
"XCPA_PSEAE",0,0
"XCPX_PSEAE",0,0
"XCPY_PSEAE",0,0
"XCPZ_PSEAE",0,0
"XMRK_XIPMA",1,1
"XYLE_ECOLI",0,0
"XYLM_PSEPU",0,0
"YAAF_ECOLI",0,0
"YALG_YEAST",0,0
"YBDA_ECOLI",0,0
"YCC5_YEAST",0,0
"YCEE_ECOLI",0,0
"YCR3_YEAST",0,0
"YCR6_YEAST",0,0
"YDP1_LACLC",0,0
"YGL1_YEAST",0,0
"YIFK_ECOLI",0,0
"YRF1_SALTY",0,0
"YRF2_SALTY",0,0
"YRF5_SALTY",0,0
"YRF8_SALTY",0,0
"YWK2_RAT",0,0
"ZIPP_DROME",1,1
"ZNRP_YEAST",0,0
"ZP2_MOUSE",1,1
"ZP3_HUMAN",1,1
"ZP3_MESAU",1,1
"ZP3_MOUSE",1,
