"ID","PAM80-Family","PAM200-Family","PAM200-reduced"
"OPS4_DROPS",708,6,6
"OPS4_DROVI",708,6,6
"OPSB_CHICK",710,6,6
"OPSB_HUMAN",710,6,6
"OPSD_BOVIN",710,6,6
"OPSD_CHICK",710,6,6
"OPSD_CRIGR",710,6,6
"OPSD_HUMAN",710,6,6
"OPSD_LAMJA",710,6,6
"OPSD_LOLFO",711,6,6
"OPSD_MOUSE",710,6,6
"OPSD_OCTDO",711,6,6
"OPSD_SHEEP",710,6,6
"OPSD_XENLA",710,6,6
"OPSG_ASTFA",712,6,6
"OPSG_CHICK",710,6,6
"OPSG_HUMAN",712,6,6
"OPSH_ASTFA",712,6,6
"OPSR_ASTFA",712,6,6
"OPSR_CHICK",712,6,6
"OPSR_HUMAN",712,6,6
"OPSV_CHICK",710,6,6
"OS25_PLAFO",713,388,437
"OS25_PLAGA",713,388,437
"OS25_PLARE",713,388,437
"OTE_DROME",714,389,438
"OUTH_ERWCH",715,390,439
"OUTK_ERWCH",716,391,440
"OX2G_RAT",717,392,441
"OX40_RAT",718,104,442
"OXYR_HUMAN",719,6,6
"P1P_LACLC",720,393,443
"P2P_LACLA",720,393,443
"P3P_LACLC",720,393,443
"P69_MYCHR",721,394,444
"P8A7_DICDI",722,395,445
"PAC_STRMU",723,8,41
"PAF1_HUMAN",724,396,446
"PAF1_RAT",724,396,446
"PAFR_CAVPO",725,6,6
"PAFR_HUMAN",725,6,6
"PAGC_SALTY",726,21,21
"PANF_ECOLI",727,360,407
"PAS3_YEAST",728,397,447
"PATC_DROME",729,398,448
"PBPX_STRPN",730,399,449
"PC1_HUMAN",731,400,450
"PC1_MOUSE",731,400,450
"PC4_RAT",732,401,451
"PCX_DROME",733,402,452
"PEC1_HUMAN",734,403,453
"PER3_MOUSE",735,404,454
"PERF_HUMAN",736,405,455
"PERF_MOUSE",736,405,455
"PERT_HUMAN",737,406,456
"PERT_PIG",737,406,456
"PERT_RAT",737,406,456
"PETD_CHLEU",273,161,177
"PETD_CHLPR",273,161,177
"PETD_CHLRE",273,161,177
"PETD_HORVU",273,161,177
"PETD_MAIZE",273,161,177
"PETD_MARPO",273,161,177
"PETD_NOSSP",273,161,177
"PETD_OOCSP",273,161,177
"PETD_ORYSA",273,161,177
"PETD_PEA",273,161,177
"PETD_PROHO",273,161,177
"PETD_SPIOL",273,161,177
"PETD_SYNP2",273,161,177
"PETD_SYNY3",273,161,177
"PETD_TOBAC",273,161,177
"PETD_WHEAT",273,161,177
"PGDR_HUMAN",204,8,8
"PGDR_MOUSE",204,8,8
"PGDS_HUMAN",204,8,8
"PGDS_MOUSE",204,8,8
"PGDS_RAT",204,8,8
"PGDS_XENLA",204,8,8
"PGG2_RAT",738,407,457
"PGHS_CHICK",739,408,458
"PGHS_HUMAN",739,408,458
"PGHS_MOUSE",739,408,458
"PGHS_SHEEP",739,408,458
"PGPB_ECOLI",740,409,459
"PGTA_SALTY",741,410,460
"PGTP_SALTY",742,250,277
"PH84_YEAST",743,411,461
"PHEP_ECOLI",54,39,40
"PHNE_ECOLI",744,412,462
"PHNM_ECOLI",745,413,463
"PHO4_NEUCR",746,414,464
"PHOQ_ECOLI",747,37,38
"PHOQ_SALTY",747,37,38
"PHOR_BACSU",748,37,38
"PHOR_ECOLI",749,37,38
"PHOR_PSEAE",750,415,465
"PIC2_AGRTU",751,416,466
"PIGR_HUMAN",752,417,467
"PIGR_RABIT",752,417,467
"PIGR_RAT",752,417,467
"PILC_PSEAE",753,418,468
"PK66_PLAKN",36,24,24
"PKBS_BOVIN",754,419,469
"PKBS_HUMAN",754,419,469
"PKBS_RAT",754,419,469
"PLR_RAT",755,246,273
"PLR1_MOUSE",755,246,273
"PLR2_HUMAN",755,246,273
"PLR2_MOUSE",755,246,273
"PLR2_RABIT",755,246,273
"PM1_HUMAN",756,420,470
"PM22_HUMAN",757,421,471
"PM22_MOUSE",757,421,471
"PM22_RAT",757,421,471
"PMP4_CANBO",758,422,472
"PMP7_HUMAN",759,18,18
"PMP7_RAT",759,18,18
"PND1_ECOLI",760,423,473
"PND2_ECOLI",760,423,473
"PNTA_ECOLI",660,369,417
"PNTB_ECOLI",660,369,417
"PNUC_SALTY",761,424,474
"POL1_GCMV",762,425,475
"POL1_GFLV",763,425,475
"POL1_TBRVS",762,425,475
"POLG_DEN18",764,426,476
"POLG_DEN19",764,426,476
"POLG_DEN1A",764,426,476
"POLG_DEN1C",764,426,476
"POLG_DEN1T",764,426,476
"POLG_DEN1W",764,426,476
"POLG_DEN21",764,426,476
"POLG_DEN22",764,426,476
"POLG_DEN23",764,426,476
"POLG_DEN26",764,426,476
"POLG_DEN27",764,426,476
"POLG_DEN2D",764,426,476
"POLG_DEN2H",764,426,476
"POLG_DEN2J",764,426,476
"POLG_DEN2N",764,426,476
"POLG_DEN2P",764,426,476
"POLG_DEN2T",764,426,476
"POLG_DEN2U",764,426,476
"POLG_DEN3",764,426,476
"POLG_DEN4",764,426,476
"POLG_HCV1",765,427,477
"POLG_HCVA",766,427,478
"POLG_HCVB",766,427,478
"POLG_HCVBK",765,427,477
"POLG_HCVE0",765,427,477
"POLG_HCVE1",765,427,477
"POLG_HCVH",765,427,477
"POLG_HCVH7",765,427,477
"POLG_HCVH8",765,427,477
"POLG_HCVJ2",765,427,477
"POLG_HCVJ5",765,427,477
"POLG_HCVJ6",765,427,477
"POLG_HCVJ7",765,427,477
"POLG_HCVJ8",765,427,477
"POLG_HCVJA",765,427,477
"POLG_HCVJT",765,427,477
"POLG_HCVTH",765,427,477
"POLG_HCVTW",765,427,477
"POLG_JAEV1",764,426,476
"POLG_JAEV5",764,426,476
"POLG_JAEVJ",764,426,476
"POLG_JAEVN",764,426,476
"POLG_KUNJM",764,426,476
"POLG_LANVT",767,426,476
"POLG_LANVY",767,426,476
"POLG_LIV",767,426,476
"POLG_MVEV",764,426,476
"POLG_STEVM",764,426,476
"POLG_TBEVS",767,426,476
"POLG_TBEVW",767,426,476
"POLG_WNV",764,426,476
"POLG_YEFV1",768,426,476
"POLG_YEFV2",768,426,476
"POLG_YEFV8",768,426,476
"POLS_EEEV",769,428,479
"POLS_EEEV3",769,428,479
"POLS_EEVV8",769,428,479
"POLS_EEVVT",769,428,479
"POLS_ONNVG",769,428,479
"POLS_RRV2",769,428,479
"POLS_RRVN",769,428,479
"POLS_RRVT",769,428,479
"POLS_RUBV",770,429,480
"POLS_RUBVH",770,429,480
"POLS_RUBVM",770,429,480
"POLS_RUBVR",770,429,480
"POLS_RUBVT",770,429,480
"POLS_SFV",769,428,479
"POLS_SINDO",769,428,479
"POLS_SINDV",769,428,479
"POLS_SINDW",769,428,479
"POLS_WEEV",769,428,479
"PORA_HUMAN",771,430,481
"PORB_HUMAN",771,430,481
"POTB_ECOLI",772,169,186
"POTC_ECOLI",773,169,186
"POTE_ECOLI",774,38,39
"PP41_HSV6G",775,431,482
"PPA1_YEAST",776,432,483
"PPB_YEAST",778,433,484
"PPB1_HUMAN",777,433,484
"PPB2_HUMAN",777,433,484
"PPB3_HUMAN",777,433,484
"PPBE_MOUSE",777,433,484
"PPBI_BOVIN",777,433,484
"PPBI_HUMAN",777,433,484
"PPBI_MOUSE",777,433,484
"PPBI_RAT",777,433,484
"PPBN_HUMAN",777,433,484
"PPBT_BOVIN",777,433,484
"PPBT_HUMAN",777,433,484
"PPBT_MOUSE",777,433,484
"PPBT_RAT",777,433,484
"PRO1_LEIEN",779,36,37
"PROW_ECOLI",780,434,485
"PROW_SALTY",780,434,485
"PRTD_ERWCH",781,18,18
"PSAA_CHLRE",782,435,486
"PSAA_EUGGR",782,435,486
"PSAA_MAIZE",782,435,486
"PSAA_MARPO",782,435,486
"PSAA_ORYSA",782,435,486
"PSAA_PEA",782,435,486
"PSAA_SPIOL",782,435,486
"PSAA_SYNEN",782,435,486
"PSAA_SYNP2",782,435,486
"PSAA_SYNVU",782,435,486
"PSAA_SYNY3",782,435,486
"PSAA_TOBAC",782,435,486
"PSAB_CHLRE",782,435,486
"PSAB_EUGGR",782,435,486
"PSAB_MAIZE",782,435,486
"PSAB_MARPO",782,435,486
"PSAB_ORYSA",782,435,486
"PSAB_PEA",782,435,486
"PSAB_SPIOL",782,435,486
"PSAB_SYNEN",782,435,486
"PSAB_SYNP2",782,435,486
"PSAB_SYNY3",782,435,486
"PSAB_TOBAC",782,435,486
"PSAH_HORVU",783,436,487
"PSAH_ORYSA",783,436,487
"PSAH_SPIOL",783,436,487
"PSAI_AEGCR",784,437,488
"PSAI_ANAVA",785,438,489
"PSAI_ANGLY",784,437,488
"PSAI_HORVU",784,437,488
"PSAI_MARPO",784,437,488
"PSAI_ORYSA",784,437,488
"PSAI_PEA",784,437,488
"PSAI_SPIOL",786,439,490
"PSAI_SYNEN",787,440,491
"PSAI_TOBAC",784,437,488
"PSAJ_ANAVA",788,441,492
"PSAJ_EUGGR",788,441,492
"PSAJ_MAIZE",788,441,492
"PSAJ_MARPO",788,441,492
"PSAJ_ORYSA",788,441,492
"PSAJ_PEA",789,442,493
"PSAJ_SPIOL",790,443,494
"PSAJ_SYNEN",788,441,492
"PSAJ_SYNVU",788,441,492
"PSAJ_TOBAC",788,441,492
"PSAK_ANAVA",791,444,495
"PSAK_CHLRE",792,445,496
"PSAK_PEA",793,446,497
"PSAK_SPIOL",793,446,497
"PSAK_SYNEN",794,447,498
"PSAK_SYNVU",794,447,498
"PSAL_HORVU",795,448,499
"PSB1_SYNP7",796,449,500
"PSB1_SYNY3",796,449,500
"PSB2_SYNP7",796,449,500
"PSB2_SYNY3",796,449,500
"PSBA_AMAHY",796,449,500
"PSBA_ANAAZ",796,449,500
"PSBA_ANTSP",796,449,500
"PSBA_BRANA",796,449,500
"PSBA_CHLMO",796,449,500
"PSBA_CHLRE",796,449,500
"PSBA_CYACA",796,449,500
"PSBA_CYAPA",796,449,500
"PSBA_ECTSI",796,449,500
"PSBA_EUGGR",796,449,500
"PSBA_FREDI",796,449,500
"PSBA_HORVU",796,449,500
"PSBA_MARPO",796,449,500
"PSBA_MEDSA",796,449,500
"PSBA_ORYSA",796,449,500
"PSBA_PEA",796,449,500
"PSBA_PETHY",796,449,500
"PSBA_PINCO",796,449,500
"PSBA_PROHO",796,449,500
"PSBA_SECCE",796,449,500
"PSBA_SINAL",796,449,500
"PSBA_SOYBN",796,449,500
"PSBA_SPIOG",796,449,500
"PSBA_SPIOL",796,449,500
"PSBA_SYNY4",796,449,500
"PSBA_TOBAC",796,449,500
"PSBA_VICFA",796,449,500
"PSBA_WHEAT",796,449,500
"PSBB_ANASP",797,300,331
"PSBB_SYNY3",797,300,331
"PSBC_CHLRE",508,300,331
"PSBC_CYACA",508,300,331
"PSBC_EUGGR",508,300,331
"PSBC_HORVU",508,300,331
"PSBC_MARPO",508,300,331
"PSBC_ORYSA",508,300,331
"PSBC_PEA",508,300,331
"PSBC_SECCE",508,300,331
"PSBC_SPIOL",508,300,331
"PSBC_SYNP7",508,300,331
"PSBC_SYNY3",508,300,331
"PSBC_TOBAC",508,300,331
"PSBD_CHLRE",798,449,500
"PSBD_CYACA",798,449,500
"PSBD_HORVU",798,449,500
"PSBD_MARPO",798,449,500
"PSBD_ORYSA",798,449,500
"PSBD_PEA",798,449,500
"PSBD_SECCE",798,449,500
"PSBD_SPIOL",798,449,500
"PSBD_SYNP2",798,449,500
"PSBD_SYNP7",798,449,500
"PSBD_SYNY3",798,449,500
"PSBD_TOBAC",798,449,500
"PSBE_CYAPA",799,450,501
"PSBE_EUGGR",799,450,501
"PSBE_MARPO",799,450,501
"PSBE_OENBE",799,450,501
"PSBE_PEA",799,450,501
"PSBE_SPIOL",799,450,501
"PSBE_SYNVU",799,450,501
"PSBE_SYNY3",799,450,501
"PSBE_TOBAC",799,450,501
"PSBE_WHEAT",799,450,501
"PSBF_CYAPA",800,451,502
"PSBF_EUGGR",800,451,502
"PSBF_MARPO",800,451,502
"PSBF_ORYSA",800,451,502
"PSBF_PEA",800,451,502
"PSBF_SPIOL",800,451,502
"PSBF_SYNVU",801,452,503
"PSBF_SYNY3",800,451,502
"PSBF_TOBAC",800,451,502
"PSBH_CHLRE",802,453,504
"PSBH_HORVU",803,454,505
"PSBH_MAIZE",803,454,505
"PSBH_MARPO",803,454,505
"PSBH_OENHO",803,454,505
"PSBH_ORYSA",803,454,505
"PSBH_SPIOL",803,454,505
"PSBH_SYNY3",803,454,505
"PSBH_TOBAC",803,454,505
"PSBH_WHEAT",803,454,505
"PSBI_CYAPA",804,455,506
"PSBI_EUGGR",805,456,507
"PSBI_HORVU",805,456,507
"PSBI_MARPO",805,456,507
"PSBI_ORYSA",805,456,507
"PSBI_PSEMZ",805,456,507
"PSBI_SYNP6",805,456,507
"PSBI_SYNVU",805,456,507
"PSBI_TOBAC",805,456,507
"PSBM_MARPO",806,457,508
"PSBM_ORYSA",806,457,508
"PSBM_SYNVU",807,458,509
"PSBN_MARPO",808,459,510
"PSBN_ORYSA",808,459,510
"PSBN_SYNVU",809,460,511
"PSBN_SYNY3",808,459,510
"PSBN_TOBAC",808,459,510
"PSPB_ECOLI",810,461,512
"PSTA_ECOLI",811,462,513
"PSTC_ECOLI",812,463,514
"PT2A_ECOLI",564,319,360
"PT2B_ECOLI",813,311,347
"PT2B_ERWCH",813,311,347
"PT2C_ECOLI",814,464,515
"PT2D_ECOLI",815,311,347
"PT2F_ECOLI",816,465,516
"PT2F_RHOCA",816,465,516
"PT2F_XANCP",816,465,516
"PT2G_BACSU",547,311,347
"PT2G_ECOLI",547,311,347
"PT2L_LACCA",817,464,515
"PT2L_LACLA",817,464,515
"PT2L_STAAU",817,464,515
"PT2M_ECOLI",818,466,517
"PT2M_STACA",818,466,517
"PT2N_ECOLI",819,311,347
"PT2P_ECOLI",563,318,359
"PT2S_BACSU",820,311,347
"PT2S_KLEPN",820,311,347
"PT2S_SALTY",820,311,347
"PT2S_STRMU",821,311,347
"PT2S_VIBAL",822,311,347
"PT2U_ECOLI",823,467,518
"PT2X_ECOLI",824,311,347
"PTPU_HUMAN",825,8,519
"PTPU_MOUSE",825,8,519
"PTRR_DIDMA",826,93,100
"PTRR_RAT",826,93,100
"PULC_KLEPN",827,468,520
"PULH_KLEPN",828,469,521
"PULK_KLEPN",716,391,440
"PULL_KLEPN",829,470,522
"PULM_KLEPN",830,471,523
"PULO_KLEPN",831,472,524
"PUT4_YEAST",832,39,40
"PUTP_ECOLI",833,360,407
"PUTP_KLEPN",833,360,407
"PUTP_SALTY",833,360,407
"PUTX_EMENI",834,39,40
"PVDR_PLAKN",835,473,525
"PVDR_PLAVI",835,473,526
"QACA_STAAU",836,193,213
"QAY_NEUCR",837,36,37
"QUTD_EMENI",837,36,37
"R137_YEAST",838,411,461
"R2_HUMAN",839,17,17
"RAFB_ECOLI",546,153,168
"RAG1_KLULA",398,36,37
"RCEH_RHOCA",840,474,527
"RCEH_RHOSH",840,474,527
"RCEH_RHOVI",841,474,527
"RCEL_CHLAU",842,449,500
"RCEL_ERYSP",843,449,500
"RCEL_RHOCA",843,449,500
"RCEL_RHORU",843,449,500
"RCEL_RHOSH",843,449,500
"RCEL_RHOVI",843,449,500
"RCEM_CHLAU",844,449,500
"RCEM_ERYSP",845,449,500
"RCEM_RHOCA",845,449,500
"RCEM_RHORU",845,449,500
"RCEM_RHOSH",845,449,500
"RCEM_RHOVI",845,449,500
"RCS1_YEAST",846,475,528
"RCSC_ECOLI",847,37,38
"RDC1_CANFA",848,6,6
"RDC1_HUMAN",848,6,6
"RDS_BOVIN",849,476,529
"RDS_HUMAN",849,476,529
"RDS_MOUSE",849,476,529
"RDS_RAT",849,476,529
"REIS_TODPA",850,6,6
"RELF_ECOLI",405,240,266
"RFAL_ECOLI",851,477,530
"RFAL_SALTY",852,478,531
"RFBB_SALTY",853,479,532
"RFBK_SALTY",854,480,533
"RFBP_SALTY",351,210,231
"RFC_SALTY",855,481,534
"RFE_ECOLI",856,482,535
"RH_HUMAN",860,486,539
"RHAT_ECOLI",857,483,536
"RHAT_SALTY",857,483,536
"RHOM_DROME",858,484,537
"RHSA_ECOLI",859,485,538
"RHSB_ECOLI",859,485,538
"RHSC_ECOLI",859,485,538
"RHSD_ECOLI",859,485,538
"RIB1_HUMAN",861,487,540
"RIB1_RAT",861,487,540
"RIB2_HUMAN",862,488,541
"RIB2_RAT",862,488,541
"RIBB_ECOLI",863,489,542
"RNBP_PIG",864,490,543
"RNG6_HUMAN",865,3,3
"RNG6_MOUSE",865,3,3
"RNG7_HUMAN",866,3,3
"RTA_RAT",867,6,6
"RYNR_HUMAN",21,7,327
"RYNR_PIG",21,7,327
"RYNR_RABIT",21,7,327
"SC12_YEAST",868,491,544
"SC20_YEAST",869,492,545
"SC62_YEAST",870,493,546
"SCF_HUMAN",871,494,547
"SCF_MOUSE",871,494,547
"SCO1_YEAST",872,495,548
"SCPA_STRPY",873,393,549
"SCRC_RAT",874,93,100
"SDGF_RAT",44,31,31
"SECD_ECOLI",875,496,550
"SECE_ECOLI",876,497,551
"SECF_ECOLI",877,498,552
"SECY_BACST",878,499,553
"SECY_BACSU",878,499,553
"SECY_CHLTR",879,499,553
"SECY_CRYPH",880,499,553
"SECY_CYAPA",881,499,553
"SECY_ECOLI",882,499,553
"SECY_HALMA",883,499,553
"SECY_LACLA",878,499,553
"SECY_METVA",884,499,553
"SECY_MYCCA",878,499,553
"SECY_PAVLU",885,499,553
"SERA_ENTHI",886,500,554
"SERR_DROME",887,8,210
"SETA_HUMAN",341,8,222
"SFUB_SERMA",888,169,186
"SL17_ENTHI",889,501,555
"SLTA_BP933",890,502,556
"SLY2_YEAST",891,503,557
"SLY4_YEAST",892,504,558
"SLYB_YEAST",893,505,559
"SM25_SCHMA",894,506,560
"SMSR_RAT",403,6,6
"SNF3_YEAST",895,36,37
"SOHB_ECOLI",896,507,561
"SP15_TORCA",897,508,562
"SP2G_BACSU",898,509,563
"SP4F_BACSU",899,510,564
"SP4G_BACSU",900,511,565
"SPAP_STRMU",723,8,41
"SPC2_CANFA",901,512,566
"SPC2_CHICK",901,512,566
"SPC3_CANFA",902,513,567
"SPC3_STRPU",903,514,568
"SPC4_CANFA",902,513,567
"SPDA_STRLI",904,515,569
"SPDB_STRLI",905,516,570
"SPER_STRPU",906,354,401
"SPIR_SPICI",907,517,571
"SPIR_SPIME",907,517,571
"SRNB_ECOLI",908,518,572
"SRPR_CANFA",909,519,573
"SRPR_HUMAN",909,519,573
"SSP5_STRSA",723,8,41
"SSRA_CANFA",910,520,574
"SSRB_CANFA",911,521,575
"ST56_RICTS",912,522,576
"STE2_SACKL",913,337,383
"STE2_YEAST",913,337,383
"STE3_YEAST",914,523,577
"STE6_YEAST",915,18,18
"STP1_ARATH",916,36,37
"STS_HUMAN",917,524,578
"SUIS_HUMAN",918,525,579
"SUIS_RABIT",918,525,579
"SUIS_RAT",918,525,579
"SY61_DISOM",919,526,580
"SY62_DISOM",919,526,580
"SY63_DISOM",919,526,581
"SY65_DROME",919,526,580
"SY65_HUMAN",919,526,580
"SY65_RAT",919,526,580
"SY66_RAT",919,526,580
"SYB_DROME",920,527,582
"SYB_TORCA",920,527,582
"SYB1_HUMAN",920,527,582
"SYB2_HUMAN",920,527,582
"SYN3_CHICK",921,8,8
"SYND_HUMAN",922,8,8
"SYND_MOUSE",922,8,8
"SYND_RAT",922,8,8
"SYNP_RAT",923,528,583
"SYPH_BOVIN",923,528,583
"SYPH_HUMAN",923,528,583
"SYPH_RAT",923,528,583
"TA2R_HUMAN",924,404,454
"TAL6_HUMAN",925,529,584
"TAPA_HUMAN",926,17,17
"TCA_HUMAN",927,530,585
"TCA_MOUSE",927,530,585
"TCB_FLV",928,182,265
"TCB1_MOUSE",928,182,265
"TCB1_RABIT",928,182,265
"TCB2_MOUSE",928,182,265
"TCC_HUMAN",929,531,586
"TCC1_MOUSE",929,531,586
"TCC2_MOUSE",929,531,586
"TCC3_MOUSE",929,531,586
"TCC4_MOUSE",929,531,586
"TCPC_VIBCH",930,532,587
"TCR_BACST",931,193,213
"TCR_STAAU",931,193,213
"TCR_STRAG",931,193,213
"TCR_STRPN",931,193,213
"TCR1_BACSU",931,193,213
"TCR1_ECOLI",932,193,213
"TCR2_BACSU",931,193,213
"TCR2_ECOLI",933,193,213
"TCR3_ECOLI",933,193,213
"TEA_MOUSE",934,533,588
"TEE6_STRPY",935,534,589
"TEHA_KLEAE",936,535,590
"TEHB_KLEAE",937,536,591
"TENC_ACTTE",278,165,181
"TERC_ALCSP",938,537,592
"TETX_CLOTE",939,83,88
"TF_HUMAN",940,538,593
"TF_MOUSE",940,538,593
"TF_RABIT",940,538,593
"TGFA_HUMAN",941,539,594
"TGFA_RAT",941,539,594
"TGN3_RAT",942,540,595
"TGR3_RAT",322,191,596
"THAS_HUMAN",943,147,161
"THRR_CRILO",944,6,6
"THRR_HUMAN",944,6,6
"THRR_MOUSE",944,6,6
"THRR_RAT",944,6,6
"TI1_MUSVI",945,541,597
"TIP1_TOBAC",946,8,77
"TIP2_TOBAC",946,8,77
"TIPA_ARATH",946,8,77
"TIPA_PHAVU",946,8,77
"TIPG_ARATH",946,8,77
"TIPR_ARATH",946,8,77
"TIPW_ARATH",947,8,77
"TIPW_PEA",947,8,77
"TNAB_ECOLI",633,355,402
"TNAB_PROVU",948,355,402
"TNFA_CAPHI",949,542,598
"TNFA_FELCA",949,542,598
"TNFA_HORSE",949,542,598
"TNFA_HUMAN",949,542,598
"TNFA_MOUSE",949,542,598
"TNFA_PIG",949,542,598
"TNFA_RABIT",949,542,598
"TNFA_RAT",949,542,598
"TNFA_SHEEP",949,542,598
"TNR1_HUMAN",950,104,123
"TNR1_MOUSE",950,104,123
"TNR1_RAT",950,104,123
"TNR2_HUMAN",951,104,115
"TNR2_MOUSE",951,104,115
"TOLA_ECOLI",952,8,41
"TOLL_DROME",953,543,599
"TOXA_PASMU",954,544,600
"TOXR_VIBCH",955,89,601
"TOXS_VIBCH",956,545,602
"TR14_HCMVA",957,546,603
"TRAP_PLAFA",958,547,604
"TRBF_ECOLI",959,548,605
"TRBM_BOVIN",556,8,210
"TRBM_HUMAN",556,8,210
"TRBM_MOUSE",556,8,210
"TRD1_ECOLI",960,549,606
"TRD2_ECOLI",960,549,606
"TRFM_HUMAN",961,550,607
"TRFR_MOUSE",962,6,6
"TRFR_RAT",962,6,6
"TRK1_SACUV",963,551,608
"TRK1_YEAST",963,551,608
"TRK2_YEAST",963,551,608
"TRKA_ECOLI",964,552,609
"TRKA_HUMAN",965,8,8
"TRKB_MOUSE",965,8,8
"TRKC_PIG",965,8,8
"TRKD_ECOLI",966,553,610
"TRKG_ECOLI",967,554,611
"TRKH_ECOLI",968,554,611
"TRP_DROME",969,500,612
"TRSR_HUMAN",970,555,613
"TRX1_ECOLI",971,556,614
"TRX2_ECOLI",971,556,614
"TSA4_GIALA",972,8,8
"TSHR_CANFA",386,6,6
"TSHR_HUMAN",386,6,6
"TSHR_RAT",386,6,6
"TSTP_HSVSA",973,557,615
"TYR2_MOUSE",974,558,616
"TYRO_HUMAN",975,558,616
"TYRO_MOUSE",975,558,616
"TYRP_ECOLI",976,355,402
"TYRR_HUMAN",974,558,616
"TYRR_MOUSE",974,558,616
"UCP_BOVIN",977,19,19
"UCP_HUMAN",977,19,19
"UCP_MESAU",977,19,19
"UCP_MOUSE",977,19,19
"UCP_RABIT",977,19,19
"UCP_RAT",977,19,19
"UCR9_BOVIN",978,559,617
"UCR9_YEAST",979,560,618
"UCRI_BOVIN",980,561,619
"UCRI_NEUCR",980,561,619
"UCRI_NOSSP",980,561,619
"UCRI_PARDE",980,561,619
"UCRI_PEA",980,561,619
"UCRI_RAT",980,561,619
"UCRI_RHOCA",980,561,619
"UCRI_RHORU",980,561,619
"UCRI_RHOSH",980,561,619
"UCRI_SPIOL",980,561,619
"UCRI_SYNP2",980,561,619
"UCRI_SYNY3",980,561,619
"UCRI_TOBAC",980,561,619
"UCRI_YEAST",980,561,619
"UDP0_HUMAN",981,562,620
"UDP1_HUMAN",981,562,620
"UDP1_MOUSE",981,562,620
"UDP1_RAT",981,562,620
"UDP2_HUMAN",981,562,620
"UDP2_RAT",981,562,620
"UDP3_HUMAN",981,562,620
"UDP3_RAT",981,562,620
"UDP4_HUMAN",981,562,620
"UDP4_RAT",981,562,620
"UDP5_RAT",981,562,620
"UDP6_RAT",981,562,621
"UDP9_RAT",981,562,620
"UDPE_HUMAN",981,562,620
"UFO_HUMAN",982,8,8
"UFO_MOUSE",982,8,8
"UGPA_ECOLI",983,309,345
"UGPE_ECOLI",984,310,346
"UHPB_ECOLI",985,348,395
"UHPB_SALTY",985,348,395
"UHPC_ECOLI",986,250,277
"UHPC_SALTY",986,250,277
"UHPT_ECOLI",987,250,277
"UHPT_SALTY",987,250,277
"UL20_HCMVA",988,563,622
"UL20_HSV11",989,564,623
"UL20_HSVEB",990,564,623
"UL20_PRVN3",991,564,623
"UL20_VZVD",992,564,623
"UL32_EBV",993,565,624
"UL32_HSV11",994,565,624
"UL32_HSVEB",994,565,624
"UL32_HSVSA",995,565,624
"UL32_VZVD",994,565,624
"UL33_HCMVA",996,6,6
"UL73_HCMVA",997,566,625
"URED_HELPY",998,567,626
"UREF_KLEAE",999,568,627
"UREF_PROMI",1000,568,627
"US07_HCMVA",1001,569,628
"US08_HCMVA",1002,570,629
"US09_HCMVA",1003,571,630
"US10_HCMVA",1004,572,631
"US11_HCMVA",1005,571,630
"US12_HCMVA",1006,573,632
"US13_HCMVA",1007,574,633
"US14_HCMVA",1008,574,633
"US15_HCMVA",1009,575,634
"US17_HCMVA",1010,574,633
"US18_HCMVA",1011,574,633
"US19_HCMVA",1012,576,635
"US20_HCMVA",1013,574,633
"US27_HCMVA",1014,6,6
"US28_HCMVA",1015,6,6
"V07K_CLV",1016,577,636
"V07K_CYMV",1017,578,637
"V07K_FXMV",1018,579,638
"V07K_LSV",1019,580,639
"V07K_NMV",1020,581,640
"V07K_PMV",1021,582,641
"V07K_PVMR",1022,583,642
"V07K_PVSP",1023,584,643
"V07K_PVX",1024,585,644
"V07K_PVXX3",1024,585,644
"V07K_PVXXC",1024,585,644
"V07K_WCMVM",1025,586,645
"V07K_WCMVO",1025,586,645
"V1AR_RAT",719,6,6
"V2R_HUMAN",1026,6,6
"V2R_RAT",1026,6,6
"VA34_VACCC",1027,587,646
"VA34_VACCV",1027,587,646
"VAT1_TORCA",1028,588,647
"VATL_AVESA",1029,432,483
"VATL_BOVIN",1029,432,483
"VATL_DROME",1029,432,483
"VATL_HUMAN",1029,432,483
"VATL_MOUSE",1029,432,483
"VATL_YEAST",1029,432,483
"VB05_VACC0",1030,150,648
"VB05_VACCC",1030,150,648
"VB05_VACCL",1030,150,648
"VB05_VACCV",1030,150,648
"VCA1_HUMAN",1031,8,8
"VCA1_MOUSE",1031,8,8
"VCA1_RAT",1031,8,8
"VENV_DHVI1",1032,589,649
"VENV_MCV1",1033,590,650
"VENV_MCV2",1033,590,650
"VENV_THOGV",1034,589,649
"VENV_VACCC",1035,590,650
"VENV_VACCI",1035,590,650
"VENV_VACCP",1035,590,650
"VENV_VACCV",1035,590,650
"VF05_VACCC",1036,591,651
"VF05_VACCP",1036,591,651
"VF05_VACCV",1036,591,651
"VG06_HSVI1",1037,592,652
"VG07_HSVI1",1038,593,653
"VG08_HSVI1",1039,594,654
"VG10_HSVI1",1040,595,655
"VG19_HSVI1",1041,596,656
"VG51_HSVI1",1042,597,657
"VG59_HSVI1",1043,598,658
"VG74_HSVSA",1044,6,6
"VGH3_HCMVA",1045,3,3
"VGL2_CVBF",1046,599,659
"VGL2_CVBL9",1046,599,659
"VGL2_CVBLY",1046,599,659
"VGL2_CVBM",1046,599,659
"VGL2_CVBQ",1046,599,659
