"ID","Organelle-type","Subtype"
"PSBC_HORVU","chl",
"PSBC_MARPO","chl",
"PSBC_ORYSA","chl",
"PSBC_PEA","chl",
"PSBC_SECCE","chl",
"PSBC_SPIOL","chl",
"PSBC_SYNP7","pro",
"PSBC_SYNY3","pro",
"PSBC_TOBAC","chl",
"PSBD_CHLRE","chl","thy"
"PSBD_CYACA","chl","thy"
"PSBD_HORVU","chl","thy"
"PSBD_MARPO","chl","thy"
"PSBD_ORYSA","chl","thy"
"PSBD_PEA","chl","thy"
"PSBD_SECCE","chl","thy"
"PSBD_SPIOL","chl","thy"
"PSBD_SYNP2","pro","thy"
"PSBD_SYNP7","pro","thy"
"PSBD_SYNY3","pro","thy"
"PSBD_TOBAC","chl","thy"
"PSBE_CYAPA",,
"PSBE_EUGGR","chl",
"PSBE_MARPO","chl",
"PSBE_OENBE","chl",
"PSBE_PEA","chl",
"PSBE_SPIOL","chl",
"PSBE_SYNVU","pro",
"PSBE_SYNY3","pro",
"PSBE_TOBAC","chl",
"PSBE_WHEAT","chl",
"PSBF_CYAPA",,
"PSBF_EUGGR","chl",
"PSBF_MARPO","chl",
"PSBF_ORYSA","chl",
"PSBF_PEA","chl",
"PSBF_SPIOL","chl",
"PSBF_SYNVU","pro",
"PSBF_SYNY3","pro",
"PSBF_TOBAC","chl",
"PSBH_CHLRE","chl",
"PSBH_HORVU","chl",
"PSBH_MAIZE","chl",
"PSBH_MARPO","chl",
"PSBH_OENHO","chl",
"PSBH_ORYSA","chl",
"PSBH_SPIOL","chl",
"PSBH_SYNY3","pro",
"PSBH_TOBAC","chl",
"PSBH_WHEAT","chl",
"PSBI_CYAPA",,
"PSBI_EUGGR","chl",
"PSBI_HORVU","chl",
"PSBI_MARPO","chl",
"PSBI_ORYSA","chl",
"PSBI_PSEMZ","chl",
"PSBI_SYNP6","pro",
"PSBI_SYNVU","pro",
"PSBI_TOBAC","chl",
"PSBM_MARPO","chl",
"PSBM_ORYSA","chl",
"PSBM_SYNVU","pro",
"PSBN_MARPO","chl",
"PSBN_ORYSA","chl",
"PSBN_SYNVU","pro",
"PSBN_SYNY3","pro",
"PSBN_TOBAC","chl",
"PSPB_ECOLI","pro",
"PSTA_ECOLI","pro","inn"
"PSTC_ECOLI","pro","inn"
"PT2A_ECOLI","pro",
"PT2B_ECOLI","pro",
"PT2B_ERWCH","pro",
"PT2C_ECOLI","pro",
"PT2D_ECOLI","pro",
"PT2F_ECOLI","pro",
"PT2F_RHOCA","pro",
"PT2F_XANCP","pro",
"PT2G_BACSU","pro",
"PT2G_ECOLI","pro",
"PT2L_LACCA","pro",
"PT2L_LACLA","pro",
"PT2L_STAAU","pro",
"PT2M_ECOLI","pro",
"PT2M_STACA","pro",
"PT2N_ECOLI","pro",
"PT2P_ECOLI","pro",
"PT2S_BACSU","pro",
"PT2S_KLEPN","pro",
"PT2S_SALTY","pro",
"PT2S_STRMU","pro",
"PT2S_VIBAL","pro",
"PT2U_ECOLI","pro",
"PT2X_ECOLI","pro",
"PTPU_HUMAN","er",
"PTPU_MOUSE","er",
"PTRR_DIDMA","er","pla"
"PTRR_RAT","er","pla"
"PULC_KLEPN","pro","inn"
"PULH_KLEPN","pro","inn"
"PULK_KLEPN","pro","inn"
"PULL_KLEPN","pro","inn"
"PULM_KLEPN","pro","inn"
"PULO_KLEPN","pro","inn"
"PUT4_YEAST","er",
"PUTP_ECOLI","pro",
"PUTP_KLEPN","pro",
"PUTP_SALTY","pro",
"PUTX_EMENI","er",
"PVDR_PLAKN","er",
"PVDR_PLAVI","er",
"QACA_STAAU","pro",
"QAY_NEUCR",,
"QUTD_EMENI",,
"R137_YEAST",,
"R2_HUMAN","er",
"RAFB_ECOLI","pro","inn"
"RAG1_KLULA","er",
"RCEH_RHOCA","pro",
"RCEH_RHOSH","pro",
"RCEH_RHOVI","pro",
"RCEL_CHLAU","pro",
"RCEL_ERYSP","pro",
"RCEL_RHOCA","pro",
"RCEL_RHORU","pro",
"RCEL_RHOSH","pro",
"RCEL_RHOVI","pro",
"RCEM_CHLAU","pro",
"RCEM_ERYSP","pro",
"RCEM_RHOCA","pro",
"RCEM_RHORU","pro",
"RCEM_RHOSH","pro",
"RCEM_RHOVI","pro",
"RCS1_YEAST",,
"RCSC_ECOLI","pro",
"RDC1_CANFA","er","pla"
"RDC1_HUMAN","er","pla"
"RDS_BOVIN","er",
"RDS_HUMAN","er",
"RDS_MOUSE","er",
"RDS_RAT","er",
"REIS_TODPA","er","pla"
"RELF_ECOLI","pro",
"RFAL_ECOLI","pro",
"RFAL_SALTY","pro",
"RFBB_SALTY","pro",
"RFBK_SALTY","pro",
"RFBP_SALTY","pro",
"RFC_SALTY","pro",
"RFE_ECOLI","pro",
"RH_HUMAN",,
"RHAT_ECOLI","pro",
"RHAT_SALTY","pro",
"RHOM_DROME",,
"RHSA_ECOLI","pro",
"RHSB_ECOLI","pro",
"RHSC_ECOLI","pro",
"RHSD_ECOLI","pro",
"RIB1_HUMAN","er","er"
"RIB1_RAT","er","er"
"RIB2_HUMAN","er","er"
"RIB2_RAT","er","er"
"RIBB_ECOLI","pro",
"RNBP_PIG","er",
"RNG6_HUMAN","er",
"RNG6_MOUSE","er",
"RNG7_HUMAN","er",
"RTA_RAT","er","pla"
"RYNR_HUMAN","er",
"RYNR_PIG","er",
"RYNR_RABIT","er",
"SC12_YEAST","er","gol"
"SC20_YEAST","er","gol"
"SC62_YEAST","er","er"
"SCF_HUMAN","er",
"SCF_MOUSE","er",
"SCO1_YEAST","mit",
"SCPA_STRPY","pro",
"SCRC_RAT","er","pla"
"SDGF_RAT","er",
"SECD_ECOLI","pro",
"SECE_ECOLI","pro","inn"
"SECF_ECOLI","pro",
"SECY_BACST","pro",
"SECY_BACSU","pro",
"SECY_CHLTR","pro",
"SECY_CRYPH","chl",
"SECY_CYAPA",,
"SECY_ECOLI","pro",
"SECY_HALMA","pro",
"SECY_LACLA","pro",
"SECY_METVA","pro",
"SECY_MYCCA","pro",
"SECY_PAVLU","chl",
"SERA_ENTHI",,
"SERR_DROME","er",
"SETA_HUMAN",,
"SFUB_SERMA","pro","inn"
"SL17_ENTHI","er",
"SLTA_BP933","vir",
"SLY2_YEAST",,
"SLY4_YEAST",,
"SLYB_YEAST",,
"SM25_SCHMA","er",
"SMSR_RAT","er","pla"
"SNF3_YEAST","er",
"SOHB_ECOLI","pro",
"SP15_TORCA","er",
"SP2G_BACSU","pro",
"SP4F_BACSU","pro",
"SP4G_BACSU","pro",
"SPAP_STRMU","pro",
"SPC2_CANFA","er","mic"
"SPC2_CHICK","er","mic"
"SPC3_CANFA","er","mic"
"SPC3_STRPU",,
"SPC4_CANFA","er","mic"
"SPDA_STRLI","pro",
"SPDB_STRLI","pro",
"SPER_STRPU","er",
"SPIR_SPICI","pro",
"SPIR_SPIME","pro",
"SRNB_ECOLI","pro",
"SRPR_CANFA","er","er"
"SRPR_HUMAN","er","er"
"SSP5_STRSA","pro",
"SSRA_CANFA","er","er"
"SSRB_CANFA","er","er"
"ST56_RICTS","pro",
"STE2_SACKL","er","pla"
"STE2_YEAST","er","pla"
"STE3_YEAST","er","pla"
"STE6_YEAST","er",
"STP1_ARATH",,
"STS_HUMAN","er","mic"
"SUIS_HUMAN","er",
"SUIS_RABIT","er",
"SUIS_RAT","er",
"SY61_DISOM","er",
"SY62_DISOM","er",
"SY63_DISOM",,
"SY65_DROME",,
"SY65_HUMAN","er",
"SY65_RAT","er",
"SY66_RAT","er",
"SYB_DROME",,
"SYB_TORCA",,
"SYB1_HUMAN",,
"SYB2_HUMAN",,
"SYN3_CHICK","er",
"SYND_HUMAN","er",
"SYND_MOUSE","er",
"SYND_RAT","er",
"SYNP_RAT","er",
"SYPH_BOVIN","er",
"SYPH_HUMAN","er",
"SYPH_RAT","er",
"TA2R_HUMAN","er","pla"
"TAL6_HUMAN","er",
"TAPA_HUMAN",,
"TCA_HUMAN",,
"TCA_MOUSE","er",
"TCB_FLV","vir",
"TCB1_MOUSE","er",
"TCB1_RABIT","er",
"TCB2_MOUSE","er",
"TCC_HUMAN","er",
"TCC1_MOUSE",,
"TCC2_MOUSE",,
"TCC3_MOUSE",,
"TCC4_MOUSE",,
"TCPC_VIBCH","pro","out"
"TCR_BACST","pro",
"TCR_STAAU","pro",
"TCR_STRAG","pro",
"TCR_STRPN","pro",
"TCR1_BACSU","pro",
"TCR1_ECOLI","pro",
"TCR2_BACSU","pro",
"TCR2_ECOLI","pro",
"TCR3_ECOLI","pro",
"TEA_MOUSE","er",
"TEE6_STRPY","pro",
"TEHA_KLEAE","pro","inn"
"TEHB_KLEAE","pro",
"TENC_ACTTE",,
"TERC_ALCSP","pro",
"TETX_CLOTE","pro",
"TF_HUMAN","er",
"TF_MOUSE","er",
"TF_RABIT","er",
"TGFA_HUMAN","er",
"TGFA_RAT","er",
"TGN3_RAT","er","gol"
"TGR3_RAT","er",
"THAS_HUMAN",,
"THRR_CRILO","er","pla"
"THRR_HUMAN","er","pla"
"THRR_MOUSE","er","pla"
"THRR_RAT","er","pla"
"TI1_MUSVI",,
"TIP1_TOBAC",,
"TIP2_TOBAC",,
"TIPA_ARATH",,
"TIPA_PHAVU",,
"TIPG_ARATH",,
"TIPR_ARATH",,
"TIPW_ARATH",,
"TIPW_PEA",,
"TNAB_ECOLI","pro",
"TNAB_PROVU","pro",
"TNFA_CAPHI","er",
"TNFA_FELCA","er",
"TNFA_HORSE","er",
"TNFA_HUMAN","er",
"TNFA_MOUSE","er",
"TNFA_PIG","er",
"TNFA_RABIT","er",
"TNFA_RAT","er",
"TNFA_SHEEP","er",
"TNR1_HUMAN","er",
"TNR1_MOUSE","er",
"TNR1_RAT","er",
"TNR2_HUMAN","er",
"TNR2_MOUSE","er",
"TOLA_ECOLI","pro","inn"
"TOLL_DROME","er",
"TOXA_PASMU","pro",
"TOXR_VIBCH","pro",
"TOXS_VIBCH","pro",
"TR14_HCMVA","vir",
"TRAP_PLAFA","er",
"TRBF_ECOLI","pro","inn"
"TRBM_BOVIN","er",
"TRBM_HUMAN","er",
"TRBM_MOUSE","er",
"TRD1_ECOLI","pro",
"TRD2_ECOLI","pro",
"TRFM_HUMAN","er",
"TRFR_MOUSE","er","pla"
"TRFR_RAT","er","pla"
"TRK1_SACUV","er",
"TRK1_YEAST","er",
"TRK2_YEAST","er",
"TRKA_ECOLI","pro",
"TRKA_HUMAN","er",
"TRKB_MOUSE","er",
"TRKC_PIG","er",
"TRKD_ECOLI","pro",
"TRKG_ECOLI","pro",
"TRKH_ECOLI","pro",
"TRP_DROME",,
"TRSR_HUMAN","er",
"TRX1_ECOLI","pro",
"TRX2_ECOLI","pro",
"TSA4_GIALA","er",
"TSHR_CANFA","er","pla"
"TSHR_HUMAN","er","pla"
"TSHR_RAT","er","pla"
"TSTP_HSVSA","vir",
"TYR2_MOUSE","er",
"TYRO_HUMAN","er",
"TYRO_MOUSE","er",
"TYRP_ECOLI","pro",
"TYRR_HUMAN","er",
"TYRR_MOUSE","er",
"UCP_BOVIN","mit","inn"
"UCP_HUMAN","mit","inn"
"UCP_MESAU","mit","inn"
"UCP_MOUSE","mit","inn"
"UCP_RABIT","mit","inn"
"UCP_RAT","mit","inn"
"UCR9_BOVIN","mit","inn"
"UCR9_YEAST","mit","inn"
"UCRI_BOVIN","mit","inn"
"UCRI_NEUCR","mit","inn"
"UCRI_NOSSP","pro","inn"
"UCRI_PARDE","pro","inn"
"UCRI_PEA","chl","inn"
"UCRI_RAT","mit","inn"
"UCRI_RHOCA","pro","inn"
"UCRI_RHORU","pro","inn"
"UCRI_RHOSH","pro","inn"
"UCRI_SPIOL","chl","inn"
"UCRI_SYNP2","pro","inn"
"UCRI_SYNY3","pro","inn"
"UCRI_TOBAC","chl","inn"
"UCRI_YEAST","mit","inn"
"UDP0_HUMAN","er","mic"
"UDP1_HUMAN","er","mic"
"UDP1_MOUSE","er","mic"
"UDP1_RAT","er","mic"
"UDP2_HUMAN","er","mic"
"UDP2_RAT","er","mic"
"UDP3_HUMAN","er","mic"
"UDP3_RAT","er","mic"
"UDP4_HUMAN","er","mic"
"UDP4_RAT","er","mic"
"UDP5_RAT","er","mic"
"UDP6_RAT","er","mic"
"UDP9_RAT","er","mic"
"UDPE_HUMAN","er","mic"
"UFO_HUMAN","er",
"UFO_MOUSE","er",
"UGPA_ECOLI","pro","inn"
"UGPE_ECOLI","pro","inn"
"UHPB_ECOLI","pro",
"UHPB_SALTY","pro",
"UHPC_ECOLI","pro",
"UHPC_SALTY","pro",
"UHPT_ECOLI","pro",
"UHPT_SALTY","pro",
"UL20_HCMVA","vir",
"UL20_HSV11","vir",
"UL20_HSVEB","vir",
"UL20_PRVN3","vir",
"UL20_VZVD","vir",
"UL32_EBV","vir",
"UL32_HSV11","vir",
"UL32_HSVEB","vir",
"UL32_HSVSA","vir",
"UL32_VZVD","vir",
"UL33_HCMVA","er","pla"
"UL73_HCMVA","vir",
"URED_HELPY","pro",
"UREF_KLEAE","pro",
"UREF_PROMI","pro",
"US07_HCMVA","vir",
"US08_HCMVA","vir",
"US09_HCMVA","vir",
"US10_HCMVA","vir",
"US11_HCMVA","vir",
"US12_HCMVA","vir",
"US13_HCMVA","vir",
"US14_HCMVA","vir",
"US15_HCMVA","vir",
"US17_HCMVA","vir",
"US18_HCMVA","vir",
"US19_HCMVA","vir",
"US20_HCMVA","vir",
"US27_HCMVA","er","pla"
"US28_HCMVA","er","pla"
"V07K_CLV","vir",
"V07K_CYMV","vir",
"V07K_FXMV","vir",
"V07K_LSV","vir",
"V07K_NMV","vir",
"V07K_PMV","vir",
"V07K_PVMR","vir",
"V07K_PVSP","vir",
"V07K_PVX","vir",
"V07K_PVXX3","vir",
"V07K_PVXXC","vir",
"V07K_WCMVM","vir",
"V07K_WCMVO","vir",
"V1AR_RAT","er","pla"
"V2R_HUMAN","er","pla"
"V2R_RAT","er","pla"
"VA34_VACCC","vir",
"VA34_VACCV","vir",
"VAT1_TORCA",,
"VATL_AVESA",,
"VATL_BOVIN",,
"VATL_DROME",,
"VATL_HUMAN",,
"VATL_MOUSE",,
"VATL_YEAST",,
"VB05_VACC0","vir",
"VB05_VACCC","vir",
"VB05_VACCL","vir",
"VB05_VACCV","vir",
"VCA1_HUMAN","er",
"VCA1_MOUSE","er",
"VCA1_RAT","er",
"VENV_DHVI1","vir",
"VENV_MCV1","vir",
"VENV_MCV2","vir",
"VENV_THOGV","vir",
"VENV_VACCC","vir",
"VENV_VACCI","vir",
"VENV_VACCP","vir",
"VENV_VACCV","vir",
"VF05_VACCC","vir",
"VF05_VACCP","vir",
"VF05_VACCV","vir",
"VG06_HSVI1","vir",
"VG07_HSVI1","vir",
"VG08_HSVI1","vir",
"VG10_HSVI1","vir",
"VG19_HSVI1","vir",
"VG51_HSVI1","vir",
"VG59_HSVI1","vir",
"VG74_HSVSA","er","pla"
"VGH3_HCMVA","vir",
"VGL2_CVBF","vir","env"
"VGL2_CVBL9","vir","env"
"VGL2_CVBLY","vir","env"
"VGL2_CVBM","vir","env"
"VGL2_CVBQ","vir","env"
"VGL2_CVBV","vir","env"
"VGL2_CVH22","vir","env"
"VGL2_CVM4","vir","env"
"VGL2_CVMA5","vir","env"
"VGL2_CVMJH","vir","env"
"VGL2_CVPFS","vir","env"
"VGL2_CVPPU","vir","env"
"VGL2_CVPR8","vir","env"
"VGL2_CVPRM","vir","env"
"VGL2_FIPV","vir","env"
"VGL2_IBV6","vir",
"VGL2_IBVB","vir","env"
"VGL2_IBVD2","vir","env"
"VGL2_IBVD3","vir",
"VGL2_IBVK","vir","env"
"VGL2_IBVM","vir","env"
"VGL2_IBVU1","vir","env"
"VGL2_IBVU2","vir","env"
"VGL2_IBVU3","vir","env"
"VGLB_EBV","vir",
"VGLB_HCMVA","vir",
"VGLB_HCMVT","vir",
"VGLB_HSV11","vir",
"VGLB_HSV1F","vir",
"VGLB_HSV1K","vir",
"VGLB_HSV1P","vir",
"VGLB_HSV23","vir",
"VGLB_HSV2H","vir",
"VGLB_HSV2S","vir",
"VGLB_HSV6U","vir",
"VGLB_HSVB1","vir",
"VGLB_HSVB2","vir",
"VGLB_HSVBC","vir",
"VGLB_HSVE1","vir",
"VGLB_HSVE4","vir",
"VGLB_HSVEA","vir",
"VGLB_HSVEB","vir",
"VGLB_HSVEL","vir",
"VGLB_HSVMD","vir",
"VGLB_HSVSA","vir",
"VGLB_ILTVS","vir",
"VGLB_ILTVT","vir",
"VGLB_MCMVS","vir",
"VGLB_PRVIF","vir",
"VGLB_VZVD","vir",
"VGLC_HSV11","vir",
"VGLC_HSV1K","vir",
"VGLC_HSV2","vir",
"VGLC_HSV23","vir",
"VGLC_HSVBC","vir",
"VGLC_HSVE4","vir",
"VGLC_HSVEB","vir",
"VGLC_HSVMB","vir",
"VGLC_HSVMG","vir",
"VGLC_HSVMM","vir",
"VGLC_HSVTH","vir",
"VGLC_PRVIF","vir",
"VGLC_VZVD","vir",
"VGLD_HSV11","vir",
"VGLD_HSV1H","vir",
"VGLD_HSV2","vir",
"VGLD_HSVBP","vir",
"VGLD_HSVEA","vir",
"VGLD_HSVEB","vir",
"VGLD_HSVEK","vir",
"VGLE_HSV11","vir",
"VGLE_HSVE4","vir",
"VGLE_HSVEB","vir",
"VGLE_HSVEL","vir",
"VGLE_PRVRI","vir",
"VGLE_VZVD","vir",
"VGLF_BRSVA","vir","env"
"VGLF_BRSVC","vir","env"
"VGLF_BRSVR","vir","env"
"VGLF_CDVO","vir","env"
"VGLF_HRSV1","vir","env"
"VGLF_HRSVA","vir","env"
"VGLF_HRSVL","vir","env"
"VGLF_HRSVR","vir","env"
"VGLF_MEASE","vir","env"
"VGLF_MEASI","vir","env"
"VGLF_MEASY","vir","env"
"VGLF_MUMPM","vir","env"
"VGLF_MUMPR","vir","env"
"VGLF_MUMPS","vir","env"
"VGLF_NDVA","vir","env"
"VGLF_NDVB","vir","env"
"VGLF_NDVI","vir","env"
"VGLF_NDVM","vir","env"
"VGLF_NDVT","vir","env"
"VGLF_NDVTG","vir","env"
"VGLF_NDVU","vir","env"
"VGLF_PHODV","vir","env"
"VGLF_PI1HC","vir","env"
"VGLF_PI2H","vir","env"
"VGLF_PI2HG","vir","env"
"VGLF_PI2HT","vir","env"
"VGLF_PI3B","vir","env"
"VGLF_PI3H4","vir","env"
"VGLF_RINDK","vir","env"
"VGLF_RINDL","vir","env"
"VGLF_SEND5","vir","env"
"VGLF_SENDF","vir","env"
"VGLF_SENDH","vir","env"
"VGLF_SENDJ","vir","env"
"VGLF_SENDZ","vir","env"
"VGLF_SV41","vir","env"
"VGLF_SV5","vir","env"
"VGLF_TRTV","vir","env"
"VGLG_BRSVC","vir",
"VGLG_CHAV","vir","env"
"VGLG_HRSV1","vir",
"VGLG_HRSV2","vir",
"VGLG_HRSV3","vir",
"VGLG_HRSV4","vir",
"VGLG_HRSV5","vir",
"VGLG_HRSV6","vir",
"VGLG_HRSV7","vir",
"VGLG_HRSV8","vir",
"VGLG_HRSVA","vir",
"VGLG_HRSVL","vir",
"VGLG_HSVEB","vir",
"VGLG_IHNV","vir","env"
"VGLG_RABVA","vir","env"
"VGLG_RABVE","vir","env"
"VGLG_RABVH","vir","env"
"VGLG_RABVP","vir","env"
"VGLG_RABVS","vir","env"
"VGLG_SIGMA","vir","env"
"VGLG_SYNV","vir","env"
"VGLG_VHSV0","vir","env"
"VGLG_VSVIG","vir","env"
"VGLG_VSVJO","vir","env"
"VGLG_VSVO","vir","env"
"VGLG_VSVSJ","vir","env"
"VGLH_EBV","vir",
"VGLH_HCMVA","vir",
"VGLH_HCMVT","vir",
"VGLH_HSV11","vir",
"VGLH_HSV1E","vir",
"VGLH_HSV6G","vir",
"VGLH_HSVBC","vir",
"VGLH_HSVE4","vir",
"VGLH_HSVEB","vir",
"VGLH_HSVSA","vir",
"VGLH_MCMVS","vir",
"VGLH_PRVKA","vir",
"VGLH_PRVN3","vir",
"VGLH_PRVRI","vir",
"VGLH_VZVD","vir",
"VGLI_HCMVA","vir",
"VGLI_HSVEB","vir",
"VGLI_PRVRI","vir",
"VGLM_BUNGE","vir",
"VGLM_BUNL7","vir",
"VGLM_BUNSH","vir",
"VGLM_BUNYW","vir",
"VGLM_HANTB","vir",
"VGLM_HANTH","vir",
"VGLM_HANTL","vir",
"VGLM_HANTV","vir",
"VGLM_PHV","vir",
"VGLM_PTPV","vir",
"VGLM_PUUMH","vir",
"VGLM_PUUMS","vir",
"VGLM_RVFV","vir",
"VGLM_RVFVZ","vir",
"VGLM_SEOUR","vir",
"VGLM_SEOUS","vir",
"VGLM_UUK","vir",
"VGLP_BEV","vir","env"
"VGLX_HSVEB","vir",
"VGLX_HSVEL","vir",
"VGNB_CPMV","vir",
"VIMP_EBV","vir",
"VIMP_HCMVA","vir",
"VIMP_HSV11","vir",
"VIMP_HSVEB","vir",
"VIMP_HSVSA","vir",
"VIMP_VZVD","vir",
"VIPR_RAT","er","pla"
"VIRA_AGRT5","pro",
"VIRA_AGRT6","pro",
"VIRA_AGRT9","pro",
"VIRL_AGRT6","pro",
"VLOM_LAMBD","vir","out"
"VLYS_BPT4","vir",
"VME1_CVBM","vir",
"VME1_CVH22","vir",
"VME1_CVHOC","vir",
"VME1_CVMA5","vir",
"VME1_CVMJH","vir",
"VME1_CVPFS","vir",
"VME1_CVPPU","vir",
"VME1_CVPRM","vir",
"VME1_CVTKE","vir",
"VME1_FIPV","vir",
"VME1_IBV6","vir",
"VME1_IBVB","vir",
"VME1_IBVB2","vir",
"VME1_IBVK","vir",
"VMEM_EAV","vir",
"VMT2_IAANN","vir",
"VMT2_IABAN","vir",
"VMT2_IAFOW","vir",
"VMT2_IAFPR","vir",
"VMT2_IAFPW","vir",
"VMT2_IALE1","vir",
"VMT2_IALE2","vir",
"VMT2_IAMAN","vir",
"VMT2_IAPUE","vir",
"VMT2_IASIN","vir",
"VMT2_IAUDO","vir",
"VMT2_IAWIL","vir",
"VMT2_IAZI1","vir",
"VNB_INBBE","vir",
"VNB_INBHK","vir",
"VNB_INBLE","vir",
"VNB_INBLN","vir",
"VNB_INBMD","vir",
"VNB_INBMF","vir",
"VNB_INBOR","vir",
"VNB_INBSI","vir",
"VNB_INBUS","vir",
"VNB_INBVI","vir",
"VP64_NPVOP","vir",
"VP67_NPVAC","vir",
"VP67_NPVGM","vir",
"VPM_BPPRD","vir",
"VPP1_CAEEL","er",
"VPP1_RAT","er",
"VS09_ROTB4","vir",
"VS09_ROTB5","vir",
"VS09_ROTB6","vir",
"VS09_ROTBA","vir",
"VS09_ROTBB","vir",
"VS09_ROTBK","vir",
"VS09_ROTBN","vir",
"VS09_ROTBT","vir",
"VS09_ROTBU","vir",
"VS09_ROTC7","vir",
"VS09_ROTEL","vir",
"VS09_ROTGA","vir",
"VS09_ROTH4","vir",
"VS09_ROTHA","vir",
"VS09_ROTHB","vir",
"VS09_ROTHD","vir",
"VS09_ROTHH","vir",
"VS09_ROTHL","vir",
"VS09_ROTHM","vir",
"VS09_ROTHO","vir",
"VS09_ROTHP","vir",
"VS09_ROTHR","vir",
"VS09_ROTHS","vir",
"VS09_ROTHT","vir",
"VS09_ROTHV","vir",
"VS09_ROTHW","vir",
"VS09_ROTP4","vir",
"VS09_ROTP5","vir",
"VS09_ROTPK","vir",
"VS09_ROTPY","vir",
"VS09_ROTRH","vir",
"VS09_ROTS1","vir",
"VS10_ROTBN","vir","er"
"VS10_ROTBU","vir","er"
"VS10_ROTH2","vir","er"
"VS10_ROTH7","vir","er"
"VS10_ROTH8","vir","er"
"VS10_ROTHW","vir","er"
"VS10_ROTS1","vir","er"
"VSH_BRSVA","vir",
"VSH_HRSV1","vir",
"VSH_HRSVA","vir",
"VSH_MUMP2","vir",
"VSH_MUMP4","vir",
"VSH_MUMPA","vir",
"VSH_MUMPB","vir",
"VSH_MUMPE","vir",
"VSH_MUMPJ","vir",
"VSH_MUMPK","vir",
"VSH_MUMPL","vir",
"VSH_MUMPM","vir",
"VSH_MUMPR","vir",
"VSH_MUMPS","vir",
"VSH_MUMPT","vir",
"VSH_MUMPU","vir",
"VSH_SV5","vir",
"WAPA_STRMU","pro",
"WCH1_HUMAN",,
"WCH1_RAT",,
"WHIT_DROME",,
"WN3A_MOUSE","er",
"WNT2_HUMAN","er",
"WNT2_MOUSE","er",
"WNT3_MOUSE","er",
"WNTG_DROME","er",
"XCPA_PSEAE","pro","inn"
"XCPX_PSEAE","pro","out"
"XCPY_PSEAE","pro","inn"
"XCPZ_PSEAE","pro","inn"
"XMRK_XIPMA","er",
"XYLE_ECOLI","pro",
"XYLM_PSEPU","pro",
"YAAF_ECOLI","pro",
"YALG_YEAST","er",
"YBDA_ECOLI","pro",
"YCC5_YEAST",,
"YCEE_ECOLI","pro",
"YCR3_YEAST",,
"YCR6_YEAST",,
"YDP1_LACLC","pro",
"YGL1_YEAST",,
"YIFK_ECOLI","pro",
"YRF1_SALTY","pro",
"YRF2_SALTY","pro",
"YRF5_SALTY","pro",
"YRF8_SALTY","pro",
"YWK2_RAT",,
"ZIPP_DROME",,
"ZNRP_YEAST","er",
"ZP2_MOUSE","er",
"ZP3_HUMAN","er",
"ZP3_MESAU","er",
