"ID","Nterm"
"VG19_HSVI1",
"VG51_HSVI1",
"VG59_HSVI1",
"VG74_HSVSA","o"
"VGH3_HCMVA",
"VGL2_CVBF","o"
"VGL2_CVBL9","o"
"VGL2_CVBLY","o"
"VGL2_CVBM","o"
"VGL2_CVBQ","o"
"VGL2_CVBV","o"
"VGL2_CVH22","o"
"VGL2_CVM4","o"
"VGL2_CVMA5","o"
"VGL2_CVMJH","o"
"VGL2_CVPFS",
"VGL2_CVPPU",
"VGL2_CVPR8",
"VGL2_CVPRM",
"VGL2_FIPV","o"
"VGL2_IBV6",
"VGL2_IBVB",
"VGL2_IBVD2",
"VGL2_IBVD3",
"VGL2_IBVK",
"VGL2_IBVM",
"VGL2_IBVU1",
"VGL2_IBVU2",
"VGL2_IBVU3",
"VGLB_EBV","o"
"VGLB_HCMVA","o"
"VGLB_HCMVT","o"
"VGLB_HSV11","o"
"VGLB_HSV1F","o"
"VGLB_HSV1K","o"
"VGLB_HSV1P","o"
"VGLB_HSV23","o"
"VGLB_HSV2H","o"
"VGLB_HSV2S","o"
"VGLB_HSV6U","i"
"VGLB_HSVB1",
"VGLB_HSVB2",
"VGLB_HSVBC",
"VGLB_HSVE1","o"
"VGLB_HSVE4",
"VGLB_HSVEA","o"
"VGLB_HSVEB","o"
"VGLB_HSVEL","o"
"VGLB_HSVMD","o"
"VGLB_HSVSA","o"
"VGLB_ILTVS",
"VGLB_ILTVT","o"
"VGLB_MCMVS","o"
"VGLB_PRVIF",
"VGLB_VZVD","o"
"VGLC_HSV11",
"VGLC_HSV1K",
"VGLC_HSV2",
"VGLC_HSV23",
"VGLC_HSVBC",
"VGLC_HSVE4","o"
"VGLC_HSVEB",
"VGLC_HSVMB",
"VGLC_HSVMG",
"VGLC_HSVMM",
"VGLC_HSVTH",
"VGLC_PRVIF",
"VGLC_VZVD",
"VGLD_HSV11","o"
"VGLD_HSV1H","o"
"VGLD_HSV2","o"
"VGLD_HSVBP","o"
"VGLD_HSVEA","o"
"VGLD_HSVEB","o"
"VGLD_HSVEK","o"
"VGLE_HSV11",
"VGLE_HSVE4",
"VGLE_HSVEB",
"VGLE_HSVEL",
"VGLE_PRVRI",
"VGLE_VZVD",
"VGLF_BRSVA",
"VGLF_BRSVC",
"VGLF_BRSVR",
"VGLF_CDVO",
"VGLF_HRSV1",
"VGLF_HRSVA",
"VGLF_HRSVL",
"VGLF_HRSVR",
"VGLF_MEASE","i"
"VGLF_MEASI","i"
"VGLF_MEASY","i"
"VGLF_MUMPM",
"VGLF_MUMPR",
"VGLF_MUMPS",
"VGLF_NDVA","i"
"VGLF_NDVB","i"
"VGLF_NDVI","i"
"VGLF_NDVM","i"
"VGLF_NDVT","i"
"VGLF_NDVTG","i"
"VGLF_NDVU","i"
"VGLF_PHODV",
"VGLF_PI1HC",
"VGLF_PI2H",
"VGLF_PI2HG",
"VGLF_PI2HT",
"VGLF_PI3B",
"VGLF_PI3H4",
"VGLF_RINDK",
"VGLF_RINDL",
"VGLF_SEND5",
"VGLF_SENDF",
"VGLF_SENDH",
"VGLF_SENDJ",
"VGLF_SENDZ",
"VGLF_SV41",
"VGLF_SV5",
"VGLF_TRTV",
"VGLG_BRSVC","i"
"VGLG_CHAV","o"
"VGLG_HRSV1","i"
"VGLG_HRSV2","i"
"VGLG_HRSV3","i"
"VGLG_HRSV4","i"
"VGLG_HRSV5","i"
"VGLG_HRSV6","i"
"VGLG_HRSV7","i"
"VGLG_HRSV8","i"
"VGLG_HRSVA","i"
"VGLG_HRSVL","i"
"VGLG_HSVEB",
"VGLG_IHNV",
"VGLG_RABVA",
"VGLG_RABVE",
"VGLG_RABVH",
"VGLG_RABVP",
"VGLG_RABVS",
"VGLG_SIGMA",
"VGLG_SYNV",
"VGLG_VHSV0",
"VGLG_VSVIG",
"VGLG_VSVJO",
"VGLG_VSVO",
"VGLG_VSVSJ",
"VGLH_EBV","o"
"VGLH_HCMVA",
"VGLH_HCMVT",
"VGLH_HSV11",
"VGLH_HSV1E",
"VGLH_HSV6G",
"VGLH_HSVBC",
"VGLH_HSVE4",
"VGLH_HSVEB",
"VGLH_HSVSA",
"VGLH_MCMVS",
"VGLH_PRVKA",
"VGLH_PRVN3",
"VGLH_PRVRI",
"VGLH_VZVD",
"VGLI_HCMVA",
"VGLI_HSVEB",
"VGLI_PRVRI",
"VGLM_BUNGE",
"VGLM_BUNL7",
"VGLM_BUNSH",
"VGLM_BUNYW",
"VGLM_HANTB",
"VGLM_HANTH",
"VGLM_HANTL",
"VGLM_HANTV",
"VGLM_PHV",
"VGLM_PTPV",
"VGLM_PUUMH",
"VGLM_PUUMS",
"VGLM_RVFV",
"VGLM_RVFVZ",
"VGLM_SEOUR",
"VGLM_SEOUS",
"VGLM_UUK",
"VGLP_BEV",
"VGLX_HSVEB",
"VGLX_HSVEL",
"VGNB_CPMV",
"VIMP_EBV",
"VIMP_HCMVA",
"VIMP_HSV11",
"VIMP_HSVEB",
"VIMP_HSVSA",
"VIMP_VZVD",
"VIPR_RAT","o"
"VIRA_AGRT5",
"VIRA_AGRT6",
"VIRA_AGRT9",
"VIRL_AGRT6",
"VLOM_LAMBD",
"VLYS_BPT4",
"VME1_CVBM",
"VME1_CVH22",
"VME1_CVHOC",
"VME1_CVMA5",
"VME1_CVMJH",
"VME1_CVPFS",
"VME1_CVPPU",
"VME1_CVPRM",
"VME1_CVTKE",
"VME1_FIPV",
"VME1_IBV6",
"VME1_IBVB",
"VME1_IBVB2",
"VME1_IBVK",
"VMEM_EAV",
"VMT2_IAANN","o"
"VMT2_IABAN","o"
"VMT2_IAFOW","o"
"VMT2_IAFPR","o"
"VMT2_IAFPW","o"
"VMT2_IALE1","o"
"VMT2_IALE2","o"
"VMT2_IAMAN","o"
"VMT2_IAPUE","o"
"VMT2_IASIN","o"
"VMT2_IAUDO","o"
"VMT2_IAWIL","o"
"VMT2_IAZI1","o"
"VNB_INBBE","o"
"VNB_INBHK","o"
"VNB_INBLE","o"
"VNB_INBLN","o"
"VNB_INBMD","o"
"VNB_INBMF","o"
"VNB_INBOR","o"
"VNB_INBSI","o"
"VNB_INBUS","o"
"VNB_INBVI","o"
"VP64_NPVOP",
"VP67_NPVAC",
"VP67_NPVGM",
"VPM_BPPRD",
"VPP1_CAEEL",
"VPP1_RAT","i"
"VS09_ROTB4",
"VS09_ROTB5",
"VS09_ROTB6",
"VS09_ROTBA",
"VS09_ROTBB",
"VS09_ROTBK",
"VS09_ROTBN",
"VS09_ROTBT",
"VS09_ROTBU",
"VS09_ROTC7",
"VS09_ROTEL",
"VS09_ROTGA",
"VS09_ROTH4",
"VS09_ROTHA",
"VS09_ROTHB",
"VS09_ROTHD",
"VS09_ROTHH",
"VS09_ROTHL",
"VS09_ROTHM",
"VS09_ROTHO",
"VS09_ROTHP",
"VS09_ROTHR",
"VS09_ROTHS",
"VS09_ROTHT",
"VS09_ROTHV",
"VS09_ROTHW",
"VS09_ROTP4",
"VS09_ROTP5",
"VS09_ROTPK",
"VS09_ROTPY",
"VS09_ROTRH",
"VS09_ROTS1",
"VS10_ROTBN","o"
"VS10_ROTBU","o"
"VS10_ROTH2","o"
"VS10_ROTH7","o"
"VS10_ROTH8","o"
"VS10_ROTHW","o"
"VS10_ROTS1","o"
"VSH_BRSVA",
"VSH_HRSV1",
"VSH_HRSVA",
"VSH_MUMP2",
"VSH_MUMP4",
"VSH_MUMPA",
"VSH_MUMPB",
"VSH_MUMPE",
"VSH_MUMPJ",
"VSH_MUMPK",
"VSH_MUMPL",
"VSH_MUMPM",
"VSH_MUMPR",
"VSH_MUMPS",
"VSH_MUMPT",
"VSH_MUMPU",
"VSH_SV5",
"WAPA_STRMU","o"
"WCH1_HUMAN","i"
"WCH1_RAT","i"
"WHIT_DROME",
"WN3A_MOUSE",
"WNT2_HUMAN",
"WNT2_MOUSE",
"WNT3_MOUSE",
"WNTG_DROME",
"XCPA_PSEAE",
"XCPX_PSEAE",
"XCPY_PSEAE",
"XCPZ_PSEAE",
"XMRK_XIPMA","o"
"XYLE_ECOLI",
"XYLM_PSEPU",
"YAAF_ECOLI",
"YALG_YEAST",
"YBDA_ECOLI",
"YCC5_YEAST",
"YCEE_ECOLI",
"YCR3_YEAST",
"YCR6_YEAST",
"YDP1_LACLC",
"YGL1_YEAST",
"YIFK_ECOLI",
"YRF1_SALTY",
"YRF2_SALTY",
"YRF5_SALTY",
"YRF8_SALTY",
"YWK2_RAT",
"ZIPP_DROME","o"
"ZNRP_YEAST",
"ZP2_MOUSE",
"ZP3_HUMAN",
"ZP3_MESAU",
